A                : any                 way                 Ġi                  Ġguess              Ġthere              Ġwas                Ġjust               Ġsomebody           Ġrecently           Ġdown               Ġthere              Ġwasn               't                  Ġtoday              Ġin                
turn_end_types   : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (235.727, 235.947)  (235.947, 236.197)  (236.197, 236.671)  (236.92, 237.307)   (237.307, 237.387)  (237.387, 237.602)  (237.602, 237.817)  (237.817, 237.882)  (237.882, 237.947)  (237.947, 238.097)  (238.097, 238.147)  (238.147, 238.387)  (238.387, 238.447)  (238.447, 238.947)  (238.947, 239.037) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġin                 Ġhere               Ġin                 Ġhere               Ġin                 Ġtex                as                  Ġwe                 've                 Ġhad                Ġa                  Ġcouple             Ġof                 Ġcases              Ġin                
Timings          : (235.727, 235.947)  (235.947, 236.197)  (236.197, 236.671)  (236.92, 237.307)   (237.307, 237.387)  (237.387, 237.602)  (237.602, 237.817)  (237.817, 237.882)  (237.882, 237.947)  (237.947, 238.097)  (238.097, 238.147)  (238.147, 238.387)  (238.387, 238.447)  (238.447, 238.947)  (238.947, 239.037) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                
Timings          : (239.037, 239.139)  (239.139, 239.482)  (240.157, 240.437)  (240.437, 240.687)  (240.687, 240.897)  (240.897, 241.129)  (241.129, 241.487)  (241.487, 241.587)  (241.587, 241.847)  (241.847, 242.257)  (242.257, 242.607)  (242.607, 242.737)  (242.737, 243.01)   (243.103, 243.316)  (243.316, 243.53)  
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   82432233570317      82432233570317     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                  

B                : Ġthe                Ġlast               Ġone                Ġone                Ġwas                Ġa                  Ġwas                Ġa                  Ġmurder             Ġcase               Ġwhere              Ġit                 Ġwas                <emp>               <emp>              
Timings          : (239.037, 239.139)  (239.139, 239.482)  (240.157, 240.437)  (240.437, 240.687)  (240.687, 240.897)  (240.897, 241.129)  (241.129, 241.487)  (241.487, 241.587)  (241.587, 241.847)  (241.847, 242.257)  (242.257, 242.607)  (242.607, 242.737)  (242.737, 243.01)   (243.103, 243.316)  (243.316, 243.53)  
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (-1.0, -1.0)        (243.616, 243.806)  (243.806, 244.016)  (244.016, 244.076)  (244.076, 244.136)  (244.136, 244.436)  (244.436, 244.866)  (244.866, 244.986)  (244.986, 245.056)  (245.056, 245.256)  (245.256, 245.449)  (246.007, 246.478)  (246.478, 246.836)  (246.836, 246.906)  (246.906, 247.206) 
Token Types      : 3                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 82432233570317      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġat                 Ġthis               Ġpoint              Ġit                 's                  Ġfairly             Ġobvious            Ġthat               Ġit                 Ġwas                Ġa                  Ġthat               Ġa                  Ġa                  Ġgirl              
Timings          : (243.456, 243.616)  (243.616, 243.806)  (243.806, 244.016)  (244.016, 244.076)  (244.076, 244.136)  (244.136, 244.436)  (244.436, 244.866)  (244.866, 244.986)  (244.986, 245.056)  (245.056, 245.256)  (245.256, 245.449)  (246.007, 246.478)  (246.478, 246.836)  (246.836, 246.906)  (246.906, 247.206) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (247.206, 247.366)  (247.366, 247.616)  (247.616, 247.686)  (247.686, 247.716)  (247.716, 247.896)  (247.896, 248.176)  (248.176, 248.266)  (248.266, 248.326)  (248.326, 248.426)  (248.426, 248.736)  (248.736, 249.106)  (249.106, 249.246)  (249.246, 249.601)  (249.994, 250.284)  (250.284, 250.434) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġwas                Ġkilled             Ġat                 Ġa                  Ġhigh               Ġschool             Ġand                Ġit                 Ġwas                Ġpretty             Ġobvious            Ġthat               Ġthe                Ġpolice             Ġjust              
Timings          : (247.206, 247.366)  (247.366, 247.616)  (247.616, 247.686)  (247.686, 247.716)  (247.716, 247.896)  (247.896, 248.176)  (248.176, 248.266)  (248.266, 248.326)  (248.326, 248.426)  (248.426, 248.736)  (248.736, 249.106)  (249.106, 249.246)  (249.246, 249.601)  (249.994, 250.284)  (250.284, 250.434) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (250.434, 250.684)  (250.684, 250.894)  (250.894, 250.964)  (250.964, 251.264)  (251.264, 251.509)  (251.509, 251.754)  (251.841, 252.074)  (252.074, 252.307)  (-1.0, -1.0)        (252.844, 252.954)  (252.954, 253.174)  (253.174, 253.304)  (253.304, 253.514)  (253.514, 253.754)  (253.754, 253.887) 
Token Types      : 0                   0                   0                   0                   0                   0                   3                   3                   3                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   82432233570318      82432233570318      82432233570318      0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   0                   0                   0                   0                   0                   0                  

B                : Ġpicked             Ġout                Ġthe                Ġblack              Ġjan                itor                Ġand                <emp>               Ġand                Ġuh                 Ġset                Ġhim                Ġup                 Ġfor                Ġit                
Timings          : (250.434, 250.684)  (250.684, 250.894)  (250.894, 250.964)  (250.964, 251.264)  (251.264, 251.509)  (251.509, 251.754)  (251.754, 252.0)    (252.074, 252.307)  (252.452, 252.844)  (252.844, 252.954)  (252.954, 253.174)  (253.174, 253.304)  (253.304, 253.514)  (253.514, 253.754)  (253.754, 253.887) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>              
Timings          : (253.887, 254.454)  (254.454, 254.694)  (254.694, 254.764)  (254.764, 254.994)  (254.994, 255.089)  (255.089, 255.184)  (255.184, 255.294)  (255.294, 255.544)  (255.544, 255.644)  (255.644, 255.784)  (255.784, 256.004)  (256.004, 256.134)  (256.184, 256.375)  (256.375, 256.567)  (-1.0, -1.0)       
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   3                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   82432233570319      82432233570319      82432233570319     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                  

B                : Ġand                Ġuh                 Ġhe                 Ġreally             Ġdidn               't                  Ġhave               Ġanything           Ġto                 Ġdo                 Ġwith               Ġit                 Ġand                Ġthey               Ġthat              
Timings          : (253.887, 254.454)  (254.454, 254.694)  (254.694, 254.764)  (254.764, 254.994)  (254.994, 255.089)  (255.089, 255.184)  (255.184, 255.294)  (255.294, 255.544)  (255.544, 255.644)  (255.644, 255.784)  (255.784, 256.004)  (256.004, 256.134)  (256.134, 256.314)  (256.314, 256.82)   (257.835, 258.035) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               Ġyeah               Ġthat               's                  Ġthat               's                  Ġthe                Ġscary              Ġpart               Ġespecially         Ġsomething          Ġlike               Ġthis              
Timings          : (258.035, 258.294)  (258.294, 258.544)  (258.544, 258.624)  (258.693, 259.096)  (259.096, 259.231)  (259.231, 259.366)  (259.366, 259.501)  (259.501, 259.636)  (259.636, 259.696)  (259.696, 260.076)  (260.076, 260.336)  (260.336, 260.796)  (260.796, 261.006)  (261.006, 261.216)  (261.216, 261.65)  
Token Types      : 0                   0                   0                   5                   5                   5                   5                   5                   5                   5                   5                   5                   5                   5                   5                  
turn_ids         : 0                   0                   0                   82434381053970      82434381053970      82434381053970      82434381053970      82434381053970      82434381053970      82434381053970      82434381053970      82434381053970      82434381053970      82434381053970      82434381053970     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġcertainly          Ġmakes              Ġyou                Ġthink              Ġagain              Ġagain              <emp>               <emp>               <emp>               Ġand                <emp>               Ġyeah               <emp>               <emp>               Ġyeah              
Timings          : (258.035, 258.294)  (258.294, 258.544)  (258.544, 258.624)  (258.624, 258.864)  (258.864, 259.218)  (259.218, 259.807)  (259.366, 259.501)  (259.501, 259.636)  (259.636, 259.696)  (259.807, 260.223)  (260.076, 260.336)  (260.546, 260.987)  (260.796, 261.006)  (261.006, 261.216)  (261.307, 261.708) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583      82430622957583     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <eint>              Ġi                  Ġknow               Ġin                 Ġuh                 Ġyou                Ġknow               Ġthis               Ġcal                if                  ornia               Ġcase               Ġthe                Ġuh                 Ġthe               
Timings          : (-1.0, -1.0)        (262.987, 263.128)  (263.128, 263.397)  (263.397, 263.647)  (263.647, 263.959)  (264.287, 264.397)  (264.397, 264.508)  (264.508, 264.647)  (264.647, 264.828)  (264.828, 265.008)  (265.008, 265.188)  (265.188, 265.557)  (265.557, 265.794)  (266.325, 267.087)  (267.087, 267.207) 
Token Types      : 5                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 82434381053970      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144     
turn_end_types   : 0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġand                Ġuh                 <yield>             <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (262.334, 262.904)  (262.904, 263.224)  (-1.0, -1.0)        (263.397, 263.647)  (263.647, 263.959)  (264.287, 264.397)  (264.397, 264.508)  (264.508, 264.647)  (264.647, 264.828)  (264.828, 265.008)  (265.008, 265.188)  (265.188, 265.557)  (265.557, 265.794)  (266.325, 267.087)  (267.087, 267.207) 
Token Types      : 1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 82430622957583      82430622957583      82430622957583      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġcivil              Ġliberty            Ġor                 Ġa                  cl                  u                   Ġi                  Ġguess              Ġthe                Ġameric             an                  Ġcivil              Ġliberty            Ġyou                Ġknow              
Timings          : (267.207, 267.557)  (267.557, 267.737)  (267.737, 268.098)  (268.098, 268.297)  (268.297, 268.497)  (268.497, 268.698)  (268.698, 268.767)  (268.767, 269.098)  (269.098, 269.158)  (269.158, 269.293)  (269.293, 269.427)  (269.427, 269.846)  (269.846, 270.084)  (270.344, 270.467)  (270.467, 270.557) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               <ebc>               <emp>               <emp>              
Timings          : (267.207, 267.557)  (267.557, 267.737)  (267.737, 268.098)  (268.098, 268.297)  (268.297, 268.497)  (268.497, 268.698)  (268.698, 268.767)  (268.767, 269.098)  (269.098, 269.158)  (269.158, 269.293)  (269.293, 269.427)  (269.494, 269.914)  (-1.0, -1.0)        (270.344, 270.467)  (270.467, 270.557) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   82432770441230      82432770441230      0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   0                   0                  


A                : Ġthey               Ġwere               Ġdoing              Ġanything           Ġthey               Ġcould              Ġto                 Ġprevent            Ġit                 Ġeven               Ġto                 Ġgoing              Ġas                 Ġfar                Ġas                
Timings          : (270.557, 270.698)  (270.698, 270.788)  (270.788, 270.987)  (270.987, 271.318)  (271.318, 271.408)  (271.408, 271.677)  (271.677, 271.747)  (271.747, 272.098)  (272.098, 272.242)  (272.709, 273.038)  (273.038, 273.128)  (273.128, 273.438)  (273.438, 273.598)  (273.598, 273.888)  (273.888, 274.198) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (270.557, 270.698)  (270.698, 270.788)  (270.788, 270.987)  (270.987, 271.318)  (271.318, 271.408)  (271.408, 271.677)  (271.677, 271.747)  (271.747, 272.098)  (272.098, 272.242)  (272.709, 273.038)  (273.038, 273.128)  (273.128, 273.438)  (273.438, 273.598)  (273.598, 273.888)  (273.888, 274.198) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġuh                 Ġyou                Ġknow               Ġstating            Ġthe                Ġgas                Ġchamber            Ġis                 Ġnot                Ġuh                 Ġas                 Ġcruel              Ġor                 Ġis                 Ġcruel             
Timings          : (274.198, 274.583)  (275.048, 275.208)  (275.208, 275.618)  (275.837, 276.338)  (276.338, 276.398)  (276.398, 276.718)  (276.718, 277.058)  (277.058, 277.178)  (277.178, 277.525)  (277.698, 278.038)  (278.038, 278.268)  (278.268, 278.678)  (278.678, 278.798)  (278.798, 279.048)  (279.048, 279.338) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (274.198, 274.583)  (275.048, 275.208)  (275.208, 275.618)  (275.837, 276.338)  (276.338, 276.398)  (276.398, 276.718)  (276.718, 277.058)  (277.058, 277.178)  (277.178, 277.525)  (277.698, 278.038)  (278.038, 278.268)  (278.268, 278.678)  (278.678, 278.798)  (278.798, 279.048)  (279.048, 279.338) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġand                Ġunusual            Ġpunishment         Ġand                Ġin                 Ġsuch               Ġthat               Ġthey               Ġjust               Ġdrag               Ġup                 Ġany                Ġlittle             Ġthing              Ġthey              
Timings          : (279.338, 279.678)  (279.678, 279.998)  (279.998, 280.428)  (280.428, 280.482)  (280.482, 280.531)  (280.531, 280.723)  (280.723, 280.963)  (281.264, 281.348)  (281.348, 281.528)  (281.528, 281.818)  (281.818, 281.973)  (281.973, 282.338)  (282.338, 282.668)  (282.668, 282.978)  (282.978, 283.078) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144      82433307312144     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
