A                : um                  Ġa                  Ġlot                Ġof                 Ġcompanies          Ġnow                Ġare                Ġare                Ġusing              Ġuh                 Ġdrug               Ġtesting            Ġuh                 Ġparap              hern               
turn_end_types   : 2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġknow               Ġis                 Ġthat               Ġthat               Ġi                  'm                  Ġi                  Ġprobably           Ġhave               Ġa                  Ġkind               Ġof                 Ġa                  Ġdraconian          Ġphil              
Timings          : (236.062, 236.234)  (236.234, 236.392)  (236.392, 236.596)  (236.596, 236.803)  (237.289, 237.415)  (237.415, 237.542)  (237.542, 237.696)  (237.696, 237.983)  (237.983, 238.143)  (238.143, 238.343)  (238.343, 238.473)  (238.473, 238.583)  (238.583, 238.683)  (238.683, 239.503)  (239.803, 240.078) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (236.062, 236.234)  (236.234, 236.392)  (236.392, 236.596)  (236.596, 236.803)  (237.289, 237.415)  (237.415, 237.542)  (237.542, 237.696)  (237.696, 237.983)  (237.983, 238.143)  (238.143, 238.343)  (238.343, 238.473)  (238.473, 238.583)  (238.583, 238.683)  (238.683, 239.503)  (239.803, 240.078) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : istine              Ġattitude           Ġtoward             Ġit                 Ġand                Ġbut                Ġbut                Ġthe                Ġuh                 Ġuh                 Ġi                  Ġi                  Ġreally             Ġfeel               Ġas                
Timings          : (240.078, 240.353)  (240.353, 240.843)  (240.843, 241.093)  (241.093, 241.163)  (241.723, 241.933)  (242.313, 242.573)  (242.573, 242.775)  (242.775, 243.018)  (243.018, 243.231)  (243.544, 243.764)  (243.764, 243.944)  (243.944, 244.044)  (244.044, 244.324)  (244.324, 244.604)  (244.604, 244.724) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (240.078, 240.353)  (240.353, 240.843)  (240.843, 241.093)  (241.093, 241.163)  (241.723, 241.933)  (242.313, 242.573)  (242.573, 242.775)  (242.775, 243.018)  (243.018, 243.231)  (243.544, 243.764)  (243.764, 243.944)  (243.944, 244.044)  (244.044, 244.324)  (244.324, 244.604)  (244.604, 244.724) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġthough             Ġthe                Ġinter              d                   iction              Ġeffort             Ġis                 Ġis                 Ġas                 Ġsoon               Ġas                 Ġyou                Ġyou                Ġget                Ġrid               
Timings          : (244.724, 244.974)  (244.974, 245.064)  (245.064, 245.271)  (245.271, 245.478)  (245.478, 245.684)  (245.684, 245.994)  (245.994, 246.174)  (246.174, 246.534)  (246.534, 246.624)  (246.624, 246.794)  (246.794, 246.894)  (246.894, 247.054)  (247.054, 247.224)  (247.224, 247.434)  (247.434, 247.584) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (244.724, 244.974)  (244.974, 245.064)  (245.064, 245.271)  (245.271, 245.478)  (245.478, 245.684)  (245.684, 245.994)  (245.994, 246.174)  (246.174, 246.534)  (246.534, 246.624)  (246.624, 246.794)  (246.794, 246.894)  (246.894, 247.054)  (247.054, 247.224)  (247.224, 247.434)  (247.434, 247.584) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġof                 Ġone                Ġgo                 on                  Ġthat               's                  Ġthat               's                  Ġthat               's                  Ġinvolved           Ġin                 Ġdrugs              <emp>               <emp>              
Timings          : (247.584, 247.704)  (247.704, 247.924)  (247.924, 248.049)  (248.049, 248.174)  (248.174, 248.264)  (248.264, 248.354)  (248.354, 248.554)  (248.554, 248.754)  (248.754, 248.844)  (248.844, 248.934)  (248.934, 249.354)  (249.354, 249.454)  (249.454, 249.884)  (249.618, 249.738)  (249.738, 249.871) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġoh                 Ġyeah               Ġinter             
Timings          : (247.584, 247.704)  (247.704, 247.924)  (247.924, 248.049)  (248.049, 248.174)  (248.174, 248.264)  (248.264, 248.354)  (248.354, 248.554)  (248.554, 248.754)  (248.754, 248.844)  (248.844, 248.934)  (248.934, 249.354)  (249.354, 249.454)  (249.508, 249.618)  (249.618, 249.738)  (249.738, 249.871) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   4                   4                   4                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   81866908499983      81866908499983      81866908499983     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               Ġyeah               Ġand                Ġthen               Ġanother            <emp>               Ġanother            Ġone                Ġwill               <emp>               <emp>               <emp>              
Timings          : (249.871, 250.003)  (250.003, 250.136)  (250.136, 250.268)  (250.268, 250.748)  (250.744, 250.904)  (250.904, 251.014)  (251.014, 251.144)  (251.144, 251.614)  (251.219, 251.433)  (251.614, 251.914)  (251.914, 252.114)  (252.114, 252.306)  (252.2, 252.28)     (252.28, 252.39)    (252.39, 252.445)  
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070      81866371629070     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : d                   iction              's                  Ġhopeless           <emp>               <emp>               <emp>               Ġi                  Ġmean               <emp>               Ġthere              's                  Ġno                 Ġway                Ġyou               
Timings          : (249.871, 250.003)  (250.003, 250.136)  (250.136, 250.268)  (250.268, 250.748)  (250.744, 250.904)  (250.904, 251.014)  (251.014, 251.144)  (251.157, 251.219)  (251.219, 251.433)  (251.614, 251.914)  (251.975, 252.088)  (252.088, 252.2)    (252.2, 252.28)     (252.28, 252.39)    (252.39, 252.445)  
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : Ġjump               <emp>               Ġup                 <yield>             <emp>               Ġbut                Ġwe                 Ġwe                 Ġsee                <yield>             <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (252.421, 252.654)  (252.5, 252.64)     (252.654, 252.954)  (-1.0, -1.0)        (253.02, 253.32)    (253.732, 253.892)  (254.262, 254.362)  (254.362, 254.512)  (254.512, 254.84)   (-1.0, -1.0)        (255.053, 255.123)  (255.123, 255.253)  (255.253, 255.313)  (255.313, 255.603)  (255.603, 255.803) 
Token Types      : 4                   4                   4                   4                   0                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                  
turn_ids         : 81866371629070      81866371629070      81866371629070      81866371629070      0                   81863150403600      81863150403600      81863150403600      81863150403600      81863150403600      0                   0                   0                   0                   0                  
turn_end_types   : 2                   2                   2                   2                   0                   2                   2                   2                   2                   2                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   0                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                  

B                : 're                 Ġever               Ġgonna              Ġwin                Ġthat               <eot>               Ġthe                Ġtighter            Ġyou                Ġsqueeze            Ġthe                Ġmore               Ġthe                Ġprice              Ġgoes              
Timings          : (252.445, 252.5)    (252.5, 252.64)     (252.64, 252.8)     (252.8, 253.02)     (253.02, 253.32)    (-1.0, -1.0)        (254.213, 254.323)  (254.323, 254.573)  (254.573, 254.673)  (254.673, 255.053)  (255.053, 255.123)  (255.123, 255.253)  (255.253, 255.313)  (255.313, 255.603)  (255.603, 255.803) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499983      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985     
turn_end_types   : 1                   1                   1                   1                   1                   1                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               <emp>               <emp>               Ġas                 <emp>               Ġas                 Ġas                 Ġas                 Ġas                
Timings          : (255.803, 255.953)  (255.953, 256.023)  (256.023, 256.103)  (256.103, 256.253)  (256.253, 256.593)  (256.593, 256.743)  (256.743, 256.961)  (257.036, 257.104)  (257.104, 257.163)  (257.176, 257.323)  (257.243, 257.323)  (257.323, 257.528)  (257.528, 257.795)  (257.795, 258.101)  (258.229, 258.368) 
Token Types      : 0                   0                   0                   0                   0                   0                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 0                   0                   0                   0                   0                   0                   81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074     
turn_end_types   : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġup                 Ġso                 Ġthe                Ġmore               Ġincentive          Ġthere              Ġis                 Ġi                  Ġmean               Ġthat               's                  Ġa                  Ġlosing             Ġfight              <yield>            
Timings          : (255.803, 255.953)  (255.953, 256.023)  (256.023, 256.103)  (256.103, 256.253)  (256.253, 256.593)  (256.593, 256.743)  (256.743, 257.036)  (257.036, 257.104)  (257.104, 257.163)  (257.163, 257.243)  (257.243, 257.323)  (257.323, 257.378)  (257.378, 257.704)  (257.704, 258.098)  (-1.0, -1.0)       
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985      81866908499985     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : Ġsoon               Ġas                 Ġwe                 Ġwe                 Ġwind               Ġup                 Ġuh                 Ġuh                 Ġyou                Ġknow               Ġuh                 Ġwell               Ġi                  Ġthink              Ġif                
Timings          : (258.368, 258.534)  (258.534, 258.654)  (258.654, 258.833)  (258.833, 258.993)  (258.993, 259.323)  (259.323, 259.553)  (259.553, 259.755)  (260.068, 260.542)  (260.542, 260.745)  (260.745, 260.929)  (260.929, 261.531)  (262.245, 262.365)  (262.365, 262.395)  (262.395, 262.575)  (262.575, 262.665) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (258.368, 258.534)  (258.534, 258.654)  (258.654, 258.833)  (258.833, 258.993)  (258.993, 259.323)  (259.323, 259.553)  (259.553, 259.755)  (260.068, 260.542)  (260.542, 260.745)  (260.745, 260.929)  (260.929, 261.531)  (262.245, 262.365)  (262.365, 262.395)  (262.395, 262.575)  (262.575, 262.665) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġwe                 Ġcould              Ġjust               Ġdestroy            Ġthe                Ġmarket             Ġby                 Ġdestroying         Ġthe                Ġdemand             Ġbut                Ġbut                Ġpeople             Ġwill               Ġwanna             
Timings          : (262.665, 262.755)  (262.755, 262.845)  (262.845, 263.035)  (263.035, 263.415)  (263.415, 263.495)  (263.495, 263.895)  (263.895, 264.035)  (264.035, 264.505)  (264.505, 264.565)  (264.565, 265.045)  (265.475, 265.645)  (265.645, 265.805)  (265.805, 266.075)  (266.075, 266.165)  (266.165, 266.385) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               <emp>               <emp>               <emp>               <emp>              
Timings          : (262.665, 262.755)  (262.755, 262.845)  (262.845, 263.035)  (263.035, 263.415)  (263.415, 263.495)  (263.495, 263.895)  (263.895, 264.035)  (264.035, 264.505)  (264.505, 264.565)  (264.565, 265.045)  (265.258, 265.584)  (265.645, 265.805)  (265.805, 266.075)  (266.075, 266.165)  (266.165, 266.385) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   5                   5                   5                   5                   5                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   81867982241807      81867982241807      81867982241807      81867982241807      81867982241807     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                  


A                : Ġget                Ġget                Ġst                 oned                Ġand                Ġi                  Ġi                  Ġdon                't                  Ġsee                Ġthat               <yield>             <emp>               <emp>               <emp>              
Timings          : (266.385, 266.565)  (266.845, 267.015)  (267.015, 267.275)  (267.275, 267.535)  (267.535, 267.715)  (267.715, 267.875)  (267.875, 267.935)  (267.935, 268.055)  (268.055, 268.175)  (268.175, 268.495)  (268.495, 268.922)  (-1.0, -1.0)        (269.174, 269.264)  (269.264, 269.444)  (269.444, 269.654) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   0                   0                   0                  
turn_ids         : 81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      81866371629074      0                   0                   0                  
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                  

B                : Ġyeah               <eint>              <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġwell               Ġyeah               Ġit                 Ġgoes               Ġback              
Timings          : (266.314, 266.636)  (-1.0, -1.0)        (267.015, 267.275)  (267.275, 267.535)  (267.535, 267.715)  (267.715, 267.875)  (267.875, 267.935)  (267.935, 268.055)  (268.055, 268.175)  (268.175, 268.495)  (268.554, 268.874)  (269.013, 269.174)  (269.174, 269.264)  (269.264, 269.444)  (269.444, 269.654) 
Token Types      : 5                   5                   0                   0                   0                   0                   0                   0                   0                   0                   4                   4                   4                   4                   4                  
turn_ids         : 81867982241807      81867982241807      0                   0                   0                   0                   0                   0                   0                   0                   81866908499987      81866908499987      81866908499987      81866908499987      81866908499987     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (269.654, 269.764)  (269.764, 269.894)  (269.894, 269.974)  (269.974, 270.174)  (270.174, 270.404)  (270.514, 270.694)  (270.694, 270.854)  (270.854, 271.304)  (271.304, 271.714)  (271.714, 271.854)  (271.854, 272.124)  (272.124, 272.154)  (272.154, 272.284)  (272.284, 272.404)  (272.404, 272.474) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġto                 Ġyou                Ġknow               Ġwhat               Ġright              Ġwhat               Ġcan                Ġsociety            Ġimpose             Ġon                 Ġpeople             Ġi                  Ġmean               Ġcan                Ġyou               
Timings          : (269.654, 269.764)  (269.764, 269.894)  (269.894, 269.974)  (269.974, 270.174)  (270.174, 270.404)  (270.514, 270.694)  (270.694, 270.854)  (270.854, 271.304)  (271.304, 271.714)  (271.714, 271.854)  (271.854, 272.124)  (272.124, 272.154)  (272.154, 272.284)  (272.284, 272.404)  (272.404, 272.474) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987      81866908499987     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (272.474, 272.784)  (272.784, 273.094)  (273.094, 273.194)  (273.194, 273.304)  (273.304, 273.364)  (273.364, 273.594)  (273.594, 274.034)  (274.034, 274.434)  (274.619, 274.939)  (-1.0, -1.0)        (275.122, 275.169)  (275.169, 275.216)  (275.216, 275.384)  (275.384, 275.464)  (275.464, 275.75)  
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   81865297887244      81865297887244      0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   0                   0                   0                   0                   0                  

B                : Ġforce              Ġsomebody           Ġto                 Ġbe                 Ġa                  Ġgood               Ġproductive         Ġcitizen            <emp>               Ġi                  Ġdon                't                  Ġthink              Ġyou                Ġcan               
