A                : well                Ġuh                 Ġmy                 Ġopinion            Ġon                 Ġtaxation           Ġwell               Ġcould              Ġbeing              Ġin                 Ġnew                Ġy                  ork                 Ġstate              Ġwhere             
turn_ids         : 80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġgallon             <yield>             <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (231.998, 232.328)  (-1.0, -1.0)        (232.781, 232.841)  (232.841, 233.011)  (233.011, 233.191)  (233.191, 233.501)  (233.501, 233.811)  (233.811, 234.011)  (234.011, 234.301)  (234.301, 234.691)  (234.691, 234.896)  (234.896, 235.101)  (235.101, 235.181)  (235.181, 235.431)  (235.431, 235.681) 
Token Types      : 1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80523657478155      80523657478155      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġup                 Ġtonight            Ġit                 Ġwas                Ġa                  Ġdollar             Ġit                 's                  Ġa                  Ġdollar             Ġfifteen            Ġnine               Ġa                  Ġgallon             <eot>              
Timings          : (235.681, 235.841)  (235.841, 236.231)  (236.231, 236.311)  (236.311, 236.461)  (236.461, 236.531)  (236.531, 237.031)  (237.031, 237.096)  (237.096, 237.161)  (237.161, 237.221)  (237.221, 237.561)  (237.561, 238.131)  (238.131, 238.501)  (238.501, 238.581)  (238.581, 239.039)  (-1.0, -1.0)       
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716      80526341832716     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah              
Timings          : (235.681, 235.841)  (235.841, 236.231)  (236.231, 236.311)  (236.311, 236.461)  (236.461, 236.531)  (236.531, 237.031)  (237.031, 237.096)  (237.096, 237.161)  (237.161, 237.221)  (237.221, 237.561)  (237.561, 238.131)  (238.131, 238.501)  (238.501, 238.581)  (238.581, 239.039)  (239.82, 240.072)  
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   80523657478157     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (240.251, 240.35)   (240.35, 240.451)   (240.451, 240.641)  (240.641, 240.831)  (240.831, 241.04)   (241.04, 241.236)   (241.236, 241.43)   (241.43, 241.74)    (241.74, 241.911)   (241.911, 242.02)   (242.02, 242.23)    (242.76, 242.835)   (242.835, 243.031)  (243.031, 243.1)    (243.1, 243.37)    
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġi                  Ġwas                Ġhome               Ġover               Ġat                 Ġchrist             mas                 Ġbreak              Ġand                Ġit                 Ġwas                Ġi                  Ġsaw                Ġthe                Ġgas               
Timings          : (240.251, 240.35)   (240.35, 240.451)   (240.451, 240.641)  (240.641, 240.831)  (240.831, 241.04)   (241.04, 241.236)   (241.236, 241.43)   (241.43, 241.74)    (241.74, 241.911)   (241.911, 242.02)   (242.02, 242.23)    (242.76, 242.835)   (242.835, 243.031)  (243.031, 243.1)    (243.1, 243.37)    
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġwell               Ġyou                Ġknow               Ġwe                 Ġalso               Ġhave              
Timings          : (243.37, 243.62)    (243.62, 243.721)   (243.721, 243.781)  (243.781, 243.911)  (243.911, 243.985)  (244.045, 244.27)   (244.27, 244.451)   (244.451, 244.48)   (244.48, 245.056)   (245.523, 245.691)  (245.691, 245.811)  (245.811, 245.931)  (245.931, 246.121)  (246.121, 246.431)  (246.431, 246.571) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                  

B                : Ġprices             Ġand                Ġit                 Ġwas                Ġlike               Ġboy                Ġwhat               Ġa                  Ġswitch             <eot>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (243.37, 243.62)    (243.62, 243.721)   (243.721, 243.781)  (243.781, 243.911)  (243.911, 243.985)  (244.045, 244.27)   (244.27, 244.451)   (244.451, 244.48)   (244.48, 245.056)   (-1.0, -1.0)        (245.691, 245.811)  (245.811, 245.931)  (245.931, 246.121)  (246.121, 246.431)  (246.431, 246.571) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                  
turn_ids         : 80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      80523657478157      0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   0                   0                   0                  


A                : Ġa                  Ġsomewhat           Ġof                 Ġa                  Ġmonopoly           Ġhere               Ġof                 Ġthe                Ġgas                Ġsuppliers          Ġyou                Ġknow               Ġanywhere           Ġelse               Ġin                
Timings          : (246.571, 246.611)  (246.611, 246.921)  (246.921, 247.001)  (247.001, 247.051)  (247.051, 247.691)  (247.691, 247.981)  (247.981, 248.141)  (248.141, 248.211)  (248.211, 248.581)  (248.581, 249.161)  (249.161, 249.221)  (249.221, 249.331)  (249.331, 249.651)  (249.651, 249.911)  (249.911, 249.971) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (246.571, 246.611)  (246.611, 246.921)  (246.921, 247.001)  (247.001, 247.051)  (247.051, 247.691)  (247.691, 247.981)  (247.981, 248.141)  (248.141, 248.211)  (248.211, 248.581)  (248.581, 249.161)  (249.161, 249.221)  (249.221, 249.331)  (249.331, 249.651)  (249.651, 249.911)  (249.911, 249.971) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġthe                Ġstate              Ġit                 's                  Ġuh                 Ġprobably           Ġa                  Ġnickel             Ġless               Ġbut                <emp>               Ġthey               Ġsay                Ġit                 's                 
Timings          : (249.971, 250.041)  (250.041, 250.441)  (250.441, 250.568)  (250.568, 250.696)  (250.79, 250.871)   (250.871, 251.191)  (251.191, 251.251)  (251.251, 251.661)  (251.661, 252.001)  (252.001, 252.201)  (252.202, 252.449)  (252.711, 252.821)  (252.821, 252.991)  (252.991, 253.131)  (253.131, 253.271) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               <ebc>               <emp>               <emp>               <emp>              
Timings          : (249.971, 250.041)  (250.041, 250.441)  (250.441, 250.568)  (250.568, 250.696)  (250.79, 250.871)   (250.871, 251.191)  (251.191, 251.251)  (251.251, 251.661)  (251.661, 252.001)  (252.001, 252.201)  (252.202, 252.449)  (-1.0, -1.0)        (252.821, 252.991)  (252.991, 253.131)  (253.131, 253.271) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   80525804961811      80525804961811      0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   0                   0                   0                  


A                : Ġgoing              Ġto                 Ġincrease           Ġaround             Ġthe                Ġsummer             Ġtime               Ġto                 Ġa                  Ġdollar             Ġtwenty             Ġfive               Ġup                 Ġhere               <yield>            
Timings          : (253.271, 253.541)  (253.541, 253.701)  (253.701, 254.281)  (254.281, 254.561)  (254.561, 254.621)  (254.621, 254.891)  (254.891, 255.161)  (255.161, 255.251)  (255.251, 255.321)  (255.321, 255.641)  (255.641, 255.981)  (255.981, 256.381)  (256.381, 256.581)  (256.581, 256.861)  (-1.0, -1.0)       
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246      80523120607246     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġoh                 Ġsure               Ġyeah              
Timings          : (253.271, 253.541)  (253.541, 253.701)  (253.701, 254.281)  (254.281, 254.561)  (254.561, 254.621)  (254.621, 254.891)  (254.891, 255.161)  (255.161, 255.251)  (255.251, 255.321)  (255.321, 255.641)  (255.641, 255.981)  (255.981, 256.381)  (256.334, 256.442)  (256.442, 256.851)  (257.088, 257.287) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   4                   4                   4                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   80526878703631      80526878703631      80526878703631     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                  


A                : Ġwhich              Ġis                 Ġinsane             <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (257.842, 257.916)  (257.916, 258.046)  (258.046, 258.956)  (-1.0, -1.0)        (259.145, 259.292)  (260.144, 260.239)  (260.239, 260.299)  (260.299, 260.429)  (260.429, 260.499)  (260.499, 260.599)  (260.599, 260.749)  (260.749, 260.919)  (260.919, 261.319)  (261.319, 261.509)  (261.509, 261.799) 
Token Types      : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80523120607248      80523120607248      80523120607248      80523120607248      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : <eot>               <emp>               <emp>               Ġy                  ep                  Ġwell               Ġas                 Ġsoon               Ġas                 Ġthey               Ġget                Ġnear               Ġmemorial           Ġday                Ġpeople            
Timings          : (-1.0, -1.0)        (257.916, 258.046)  (258.046, 258.956)  (258.997, 259.145)  (259.145, 259.292)  (260.144, 260.239)  (260.239, 260.299)  (260.299, 260.429)  (260.429, 260.499)  (260.499, 260.599)  (260.599, 260.749)  (260.749, 260.919)  (260.919, 261.319)  (261.319, 261.509)  (261.509, 261.799) 
Token Types      : 4                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80526878703631      0                   0                   80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161     
turn_end_types   : 1                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (261.799, 262.069)  (262.069, 262.479)  (262.479, 262.709)  (262.709, 262.991)  (263.153, 263.359)  (263.359, 263.479)  (263.479, 263.699)  (263.699, 263.759)  (263.759, 263.819)  (263.819, 263.909)  (263.909, 263.999)  (263.999, 264.289)  (264.289, 264.349)  (264.349, 264.579)  (264.579, 265.035) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġstart              Ġtraveling          Ġand                Ġeveryone           Ġknows              Ġit                 Ġso                 Ġwe                 've                 Ġgot                Ġto                 Ġraise              Ġthe                Ġgas                Ġprices            
Timings          : (261.799, 262.069)  (262.069, 262.479)  (262.479, 262.709)  (262.709, 262.991)  (263.153, 263.359)  (263.359, 263.479)  (263.479, 263.699)  (263.699, 263.759)  (263.759, 263.819)  (263.819, 263.909)  (263.909, 263.999)  (263.999, 264.289)  (264.289, 264.349)  (264.349, 264.579)  (264.579, 265.035) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161      80523657478161     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : yeah                <ebc>               Ġoh                 Ġwell               Ġit                 's                  Ġit                 's                  Ġit                 's                  Ġinteresting        Ġtopic              Ġcoming             Ġtwo                Ġdays              
Timings          : (265.403, 265.779)  (-1.0, -1.0)        (266.912, 267.362)  (267.362, 267.712)  (267.712, 267.777)  (267.777, 267.842)  (267.842, 267.942)  (267.942, 268.042)  (268.042, 268.132)  (268.132, 268.222)  (268.222, 268.692)  (268.692, 269.052)  (269.052, 269.372)  (269.372, 269.552)  (269.552, 269.942) 
Token Types      : 3                   3                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80525268090889      80525268090889      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250      80523120607250     
turn_end_types   : 0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               Ġso                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (265.403, 265.779)  (266.128, 266.482)  (-1.0, -1.0)        (267.362, 267.712)  (267.712, 267.777)  (267.777, 267.842)  (267.842, 267.942)  (267.942, 268.042)  (268.042, 268.132)  (268.132, 268.222)  (268.222, 268.692)  (268.692, 269.052)  (269.052, 269.372)  (269.372, 269.552)  (269.552, 269.942) 
Token Types      : 1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80523657478161      80523657478161      80523657478161      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġfrom               Ġtax                Ġday                <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (269.942, 270.162)  (270.162, 270.652)  (270.652, 271.052)  (-1.0, -1.0)        (271.435, 271.504)  (271.504, 271.777)  (272.482, 272.565)  (272.565, 272.794)  (272.794, 272.914)  (272.914, 273.114)  (273.114, 273.245)  (273.245, 273.534)  (273.534, 273.655)  (273.784, 274.104)  (274.104, 274.414) 
Token Types      : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80523120607250      80523120607250      80523120607250      80523120607250      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               Ġyes                Ġi                  Ġknow               Ġi                  Ġand                Ġi                  Ġjust               Ġi                  Ġactually           Ġhad                Ġfiled              Ġearlier           
Timings          : (269.942, 270.162)  (270.162, 270.652)  (270.652, 271.052)  (271.022, 271.435)  (271.435, 271.504)  (271.504, 271.777)  (272.482, 272.565)  (272.565, 272.794)  (272.794, 272.914)  (272.914, 273.114)  (273.114, 273.245)  (273.245, 273.534)  (273.534, 273.655)  (273.784, 274.104)  (274.104, 274.414) 
Token Types      : 0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163     
turn_end_types   : 0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               yeah                Ġwe                 're                 <eint>              <emp>               <emp>               <emp>               <emp>              
Timings          : (274.414, 274.574)  (274.574, 274.685)  (274.685, 274.914)  (274.914, 275.158)  (275.158, 275.674)  (275.674, 276.074)  (276.074, 276.449)  (277.134, 277.257)  (277.257, 277.372)  (277.372, 277.487)  (-1.0, -1.0)        (277.824, 278.254)  (278.254, 278.444)  (278.444, 278.504)  (278.824, 278.865) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   5                   5                   5                   5                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   80527415574539      80527415574539      80527415574539      80527415574539      0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   0                   0                   0                   0                  

B                : Ġand                Ġi                  Ġgot                Ġmy                 Ġrefund             Ġtonight            Ġactually           Ġsmall              <emp>               <emp>               Ġbut                Ġsmall              Ġbut                Ġuh                 Ġi                 
Timings          : (274.414, 274.574)  (274.574, 274.685)  (274.685, 274.914)  (274.914, 275.158)  (275.158, 275.674)  (275.674, 276.074)  (276.074, 276.449)  (276.972, 277.454)  (277.257, 277.372)  (277.372, 277.487)  (277.454, 277.565)  (277.824, 278.254)  (278.254, 278.444)  (278.444, 278.504)  (278.824, 278.865) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163      80523657478163     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
