A                : you                 Ġwanna              Ġgo                 Ġfirst              <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              


A                : Ġi                  've                 Ġlearned            Ġto                 Ġdo                 Ġthat               Ġand                Ġit                 Ġyou                Ġknow               Ġand                Ġit                 Ġi                  Ġthink              Ġit                
Timings          : (243.938, 244.028)  (244.028, 244.118)  (244.118, 244.338)  (244.338, 244.448)  (244.448, 244.618)  (244.618, 244.927)  (244.928, 245.028)  (245.028, 245.689)  (245.689, 245.746)  (245.746, 245.898)  (245.898, 246.088)  (246.438, 246.528)  (246.798, 246.898)  (246.898, 247.118)  (247.118, 247.242) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (243.938, 244.028)  (244.028, 244.118)  (244.118, 244.338)  (244.338, 244.448)  (244.448, 244.618)  (244.618, 244.927)  (244.928, 245.028)  (245.0, 245.324)    (-1.0, -1.0)        (245.746, 245.898)  (245.898, 246.088)  (246.438, 246.528)  (246.798, 246.898)  (246.898, 247.118)  (247.118, 247.242) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   3                   3                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   81109920514066      81109920514066      0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   2                   2                   0                   0                   0                   0                   0                   0                  


A                : Ġjust               Ġbenefits           Ġyou                Ġall                Ġaround             Ġso                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (247.446, 247.708)  (247.708, 248.238)  (248.238, 248.358)  (248.358, 248.548)  (248.548, 249.088)  (250.059, 250.589)  (-1.0, -1.0)        (251.574, 251.673)  (251.673, 251.874)  (251.874, 251.988)  (251.988, 252.104)  (252.104, 252.243)  (252.243, 252.273)  (252.273, 252.413)  (252.413, 252.583) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      81110457384978      0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               Ġi                  Ġthink              Ġthat               's                  Ġuh                 Ġi                  Ġi                  Ġthink             
Timings          : (247.446, 247.708)  (247.708, 248.238)  (248.238, 248.358)  (248.358, 248.548)  (248.548, 249.088)  (250.059, 250.589)  (251.234, 251.574)  (251.574, 251.673)  (251.673, 251.874)  (251.874, 251.988)  (251.988, 252.104)  (252.104, 252.243)  (252.243, 252.273)  (252.273, 252.413)  (252.413, 252.583) 
Token Types      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419     
turn_end_types   : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyou                Ġhave               <emp>              
Timings          : (252.583, 252.669)  (252.669, 252.753)  (252.753, 252.814)  (252.814, 253.023)  (253.023, 253.273)  (253.273, 253.515)  (253.515, 253.993)  (253.993, 254.064)  (254.064, 254.303)  (254.303, 254.393)  (254.393, 254.753)  (254.753, 254.904)  (254.855, 255.048)  (255.048, 255.369)  (255.209, 255.314) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   4                   4                   4                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   81110457384980      81110457384980      81110457384980     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                  

B                : Ġthat               's                  Ġa                  Ġgood               Ġterm               Ġdemanding          Ġdemanding          Ġthe                Ġtime               Ġfor                Ġyourself           Ġbut                Ġyou                Ġyou                've                
Timings          : (252.583, 252.669)  (252.669, 252.753)  (252.753, 252.814)  (252.814, 253.023)  (253.023, 253.273)  (253.273, 253.515)  (253.515, 253.993)  (253.993, 254.064)  (254.064, 254.303)  (254.303, 254.393)  (254.393, 254.753)  (254.753, 254.904)  (254.904, 255.104)  (255.104, 255.209)  (255.209, 255.314) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : Ġto                 <emp>               <emp>               Ġbecause            Ġthere              's                  Ġalways             <emp>               <emp>               <emp>               <emp>               Ġmore               Ġthings             Ġto                 Ġdo                
Timings          : (255.369, 255.8)    (255.514, 255.704)  (255.704, 255.852)  (255.8, 256.097)    (256.097, 256.183)  (256.183, 256.27)   (256.27, 256.77)    (256.382, 256.444)  (256.444, 256.594)  (256.594, 256.703)  (256.703, 256.763)  (256.77, 257.12)    (257.12, 257.43)    (257.43, 257.56)    (257.56, 257.88)   
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġjust               Ġgot                Ġto                 <emp>               <emp>               <emp>               Ġyou                've                 Ġjust               Ġgot                Ġto                 Ġprioritize         <emp>               <emp>               <emp>              
Timings          : (255.314, 255.514)  (255.514, 255.704)  (255.704, 255.852)  (255.8, 256.097)    (256.097, 256.183)  (256.183, 256.27)   (256.321, 256.382)  (256.382, 256.444)  (256.444, 256.594)  (256.594, 256.703)  (256.703, 256.763)  (256.763, 257.135)  (257.12, 257.43)    (257.43, 257.56)    (257.56, 257.88)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419      81107773030419     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : Ġthere              Ġis                 Ġalways             Ġthings             Ġthat               Ġyou                Ġcan                Ġmake               Ġpriority           Ġto                 Ġit                 Ġbut                Ġi                  Ġjust               Ġi                 
Timings          : (257.88, 258.04)    (258.04, 258.16)    (258.16, 258.55)    (258.55, 258.85)    (258.85, 259.07)    (259.07, 259.21)    (259.21, 259.403)   (259.403, 259.69)   (259.69, 260.41)    (260.41, 260.72)    (260.72, 260.84)    (260.84, 261.093)   (261.963, 262.07)   (262.07, 262.66)    (262.66, 262.73)   
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġright              <yield>             <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (257.87, 258.482)   (-1.0, -1.0)        (258.16, 258.55)    (258.55, 258.85)    (258.85, 259.07)    (259.07, 259.21)    (259.21, 259.403)   (259.403, 259.69)   (259.69, 260.41)    (260.41, 260.72)    (260.72, 260.84)    (260.84, 261.093)   (261.963, 262.07)   (262.07, 262.66)    (262.66, 262.73)   
Token Types      : 1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 81107773030419      81107773030419      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġdon                't                  Ġdemand             Ġa                  Ġlot                Ġfor                Ġmyself             Ġand                Ġso                 <emp>               Ġyou                Ġknow               Ġi                  Ġjust               Ġfeel              
Timings          : (262.73, 262.845)   (262.845, 262.96)   (262.96, 263.33)    (263.33, 263.39)    (263.39, 263.655)   (263.919, 264.18)   (264.18, 264.79)    (264.79, 264.95)    (264.95, 265.3)     (265.462, 265.737)  (266.251, 266.351)  (266.351, 266.501)  (266.501, 266.641)  (266.641, 266.851)  (266.851, 267.001) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               <ebc>               <emp>               <emp>               <emp>               <emp>              
Timings          : (262.73, 262.845)   (262.845, 262.96)   (262.96, 263.33)    (263.33, 263.39)    (263.39, 263.655)   (263.919, 264.18)   (264.18, 264.79)    (264.79, 264.95)    (264.95, 265.3)     (265.462, 265.737)  (-1.0, -1.0)        (266.351, 266.501)  (266.501, 266.641)  (266.641, 266.851)  (266.851, 267.001) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   81109920514068      81109920514068      0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   0                   0                   0                   0                  


A                : Ġentitled           Ġto                 Ġit                 Ġand                Ġi                  Ġtake               Ġit                 <eot>               <emp>               <emp>               <emp>               Ġso                 <eint>              <emp>               <emp>              
Timings          : (267.001, 267.541)  (267.541, 267.741)  (267.741, 267.892)  (268.109, 268.242)  (268.242, 268.383)  (268.383, 268.641)  (268.641, 268.776)  (-1.0, -1.0)        (269.894, 270.263)  (270.617, 270.897)  (270.897, 271.164)  (271.661, 272.189)  (-1.0, -1.0)        (273.758, 274.324)  (274.979, 275.162) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   0                   0                   0                   5                   5                   0                   0                  
turn_ids         : 81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      81110457384980      0                   0                   0                   81111531126800      81111531126800      0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   1                   1                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġwell               Ġgood               Ġwell               Ġgood               Ġwell               Ġuh                 Ġuh                 Ġhave              
Timings          : (267.001, 267.541)  (267.541, 267.741)  (267.741, 267.892)  (268.109, 268.242)  (268.242, 268.383)  (268.383, 268.641)  (268.641, 268.776)  (269.674, 269.894)  (269.894, 270.263)  (270.617, 270.897)  (270.897, 271.164)  (271.834, 272.056)  (272.056, 272.384)  (273.758, 274.324)  (274.979, 275.162) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (275.162, 275.372)  (275.372, 275.562)  (275.562, 275.662)  (275.662, 275.892)  (275.892, 276.062)  (276.062, 276.267)  (276.267, 276.472)  (276.472, 276.542)  (276.542, 276.682)  (276.682, 276.792)  (276.792, 277.002)  (277.002, 277.192)  (277.192, 277.332)  (277.332, 277.512)  (277.512, 277.679) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġyou                Ġhave               Ġyou                Ġdone               Ġany                Ġj                  ogging              Ġi                  Ġtell               Ġyou                Ġsaid               Ġyou                Ġyou                Ġdid                Ġon                
Timings          : (275.162, 275.372)  (275.372, 275.562)  (275.562, 275.662)  (275.662, 275.892)  (275.892, 276.062)  (276.062, 276.267)  (276.267, 276.472)  (276.472, 276.542)  (276.542, 276.682)  (276.682, 276.792)  (276.792, 277.002)  (277.002, 277.192)  (277.192, 277.332)  (277.332, 277.512)  (277.512, 277.679) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġno                 Ġi                 
Timings          : (277.679, 277.867)  (277.867, 277.992)  (277.992, 278.052)  (278.052, 278.352)  (278.352, 278.452)  (278.452, 278.562)  (278.562, 278.622)  (278.622, 279.072)  (279.072, 279.262)  (279.262, 279.444)  (280.159, 280.32)   (280.32, 280.521)   (280.521, 280.796)  (280.833, 281.223)  (281.223, 281.308) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   4                   4                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   81110457384982      81110457384982     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                  

B                : Ġthe                Ġon                 Ġthe                Ġbike               Ġand                Ġon                 Ġthe                Ġtreadmill          Ġin                 Ġthe                Ġin                 Ġthe                Ġuh                 <emp>               Ġclubs             
Timings          : (277.679, 277.867)  (277.867, 277.992)  (277.992, 278.052)  (278.052, 278.352)  (278.352, 278.452)  (278.452, 278.562)  (278.562, 278.622)  (278.622, 279.072)  (279.072, 279.262)  (279.262, 279.444)  (280.159, 280.32)   (280.32, 280.521)   (280.521, 280.796)  (280.833, 281.223)  (281.248, 281.613) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421      81107773030421     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : 've                 Ġdone               Ġsome               Ġwalking            Ġwith               Ġfriends            Ġin                 Ġthe                Ġpast               Ġbut                Ġi                  Ġfind               Ġthat               Ġwhen               Ġyou               
Timings          : (281.308, 281.393)  (281.393, 281.593)  (281.593, 281.853)  (281.853, 282.353)  (282.353, 282.503)  (282.503, 283.073)  (283.073, 283.193)  (283.193, 283.253)  (283.253, 284.177)  (284.177, 284.323)  (284.323, 284.403)  (284.403, 284.843)  (284.843, 284.943)  (284.943, 285.073)  (285.073, 285.203) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <yield>             <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>               <emp>               <emp>               <emp>               <emp>              
Timings          : (-1.0, -1.0)        (281.393, 281.593)  (281.593, 281.853)  (281.853, 282.353)  (282.353, 282.503)  (282.503, 283.073)  (283.073, 283.193)  (283.193, 283.253)  (283.89, 284.096)   (284.096, 284.302)  (-1.0, -1.0)        (284.403, 284.843)  (284.843, 284.943)  (284.943, 285.073)  (285.073, 285.203) 
Token Types      : 1                   0                   0                   0                   0                   0                   0                   0                   3                   3                   3                   0                   0                   0                   0                  
turn_ids         : 81107773030421      0                   0                   0                   0                   0                   0                   0                   81109920514070      81109920514070      81109920514070      0                   0                   0                   0                  
turn_end_types   : 2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   0                   0                   0                   0                  


A                : Ġdo                 Ġthat               Ġyou                Ġdo                 Ġmore               Ġchatting           Ġthan               Ġyou                Ġdo                 Ġexercise           Ġand                Ġthat               's                  Ġnot                Ġreally            
Timings          : (285.203, 285.413)  (285.413, 285.643)  (285.643, 285.733)  (285.733, 285.913)  (285.913, 286.263)  (286.263, 286.833)  (286.833, 287.073)  (287.073, 287.163)  (287.163, 287.621)  (287.772, 288.663)  (288.663, 288.753)  (288.753, 288.898)  (288.898, 289.043)  (289.043, 289.263)  (289.263, 289.533) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81110457384982     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (285.203, 285.413)  (285.413, 285.643)  (285.643, 285.733)  (285.733, 285.913)  (285.913, 286.263)  (286.263, 286.833)  (286.833, 287.073)  (287.073, 287.163)  (287.334, 287.642)  (-1.0, -1.0)        (288.663, 288.753)  (288.753, 288.898)  (288.898, 289.043)  (289.043, 289.263)  (289.263, 289.533) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   81109920514071      81109920514071      0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   0                   0                   0                   0                   0                  


A                : Ġbeneficial         Ġso                 <emp>               Ġuh                 <yield>             Ġi                  Ġdon                't                  Ġhave               Ġtime               Ġlike               Ġthat               Ġand                Ġi                  Ġspend             
Timings          : (289.533, 290.403)  (291.062, 291.636)  (291.652, 292.016)  (291.97, 292.463)   (-1.0, -1.0)        (293.347, 293.475)  (293.475, 293.553)  (293.553, 293.631)  (293.631, 293.837)  (293.837, 294.157)  (294.157, 294.407)  (294.407, 294.777)  (294.897, 294.983)  (294.983, 295.047)  (295.047, 295.377) 
Token Types      : 4                   4                   4                   4                   4                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 81110457384982      81110457384982      81110457384982      81110457384982      81110457384982      81107236159512      81107236159512      81107236159512      81107236159512      81107236159512      81107236159512      81107236159512      81107236159512      81107236159512      81107236159512     
turn_end_types   : 2                   2                   2                   2                   2                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               Ġyeah               <emp>               Ġyeah               <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (289.533, 290.403)  (291.062, 291.636)  (291.652, 292.016)  (291.97, 292.463)   (292.617, 292.823)  (-1.0, -1.0)        (293.475, 293.553)  (293.553, 293.631)  (293.631, 293.837)  (293.837, 294.157)  (294.157, 294.407)  (294.407, 294.777)  (294.897, 294.983)  (294.983, 295.047)  (295.047, 295.377) 
Token Types      : 0                   0                   4                   4                   4                   4                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
