A                : um                  Ġi                  've                 Ġhad                Ġuh                 Ġthree              Ġboys               Ġthrough            Ġi                  Ġguess              Ġuh                 Ġsome               Ġchild              Ġcare               Ġeach              
Timings          : (213.656, 214.013)  (214.269, 214.362)  (214.362, 214.456)  (214.456, 214.606)  (214.606, 214.716)  (214.716, 214.976)  (214.976, 215.156)  (215.156, 215.366)  (215.366, 215.566)  (215.566, 215.795)  (216.522, 216.916)  (216.916, 217.006)  (217.006, 217.504)  (-1.0, -1.0)        (217.678, 217.732) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                  
turn_ids         : 79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      79870822449171      0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                  


A                : Ġabsolutely         Ġno                 Ġquestion           Ġthat               Ġyou                're                 Ġgonna              Ġbe                 Ġthe                Ġbest               Ġchild              Ġcare               Ġprovider           Ġfor                Ġthat              
Timings          : (217.732, 218.106)  (218.106, 218.216)  (218.216, 218.556)  (218.556, 218.656)  (218.656, 218.716)  (218.716, 218.776)  (218.776, 218.916)  (218.916, 219.016)  (219.016, 219.096)  (219.096, 219.349)  (219.902, 220.136)  (220.136, 220.296)  (220.296, 220.656)  (220.656, 220.776)  (220.776, 220.956) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (217.732, 218.106)  (218.106, 218.216)  (218.216, 218.556)  (218.556, 218.656)  (218.656, 218.716)  (218.716, 218.776)  (218.776, 218.916)  (218.916, 219.016)  (219.016, 219.096)  (219.096, 219.349)  (219.902, 220.136)  (220.136, 220.296)  (220.296, 220.656)  (220.656, 220.776)  (220.776, 220.956) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġkid                Ġso                 Ġyeah               Ġdo                 Ġit                 Ġas                 Ġlong               Ġas                 Ġyou                Ġcan                <eot>               <emp>               Ġbut                Ġi                  Ġthink             
Timings          : (220.956, 221.206)  (221.206, 221.389)  (222.059, 222.238)  (222.355, 222.436)  (222.436, 222.506)  (222.506, 222.646)  (222.646, 222.796)  (222.796, 222.886)  (222.886, 222.966)  (222.966, 223.236)  (-1.0, -1.0)        (224.065, 224.702)  (224.948, 225.027)  (225.027, 225.139)  (225.139, 225.478) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   1                   1                   1                  
turn_ids         : 79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      79870285578260      0                   79870285578262      79870285578262      79870285578262     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġi                  Ġsuppose            <eot>               <emp>               <emp>              
Timings          : (220.956, 221.206)  (221.206, 221.389)  (222.059, 222.238)  (222.355, 222.436)  (222.436, 222.506)  (222.506, 222.646)  (222.646, 222.796)  (222.796, 222.886)  (222.886, 222.966)  (222.966, 223.236)  (223.828, 224.065)  (224.065, 224.702)  (-1.0, -1.0)        (225.027, 225.139)  (225.139, 225.478) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   79870822449173      79870822449173      79870822449173      0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   0                   0                  


A                : Ġyou                Ġknow               Ġyou                Ġyou                Ġhave               Ġto                 Ġlook               Ġthrough            Ġa                  Ġplace              Ġand                Ġyou                Ġhave               Ġto                 Ġget               
Timings          : (226.326, 226.377)  (226.377, 226.517)  (226.517, 226.655)  (226.655, 226.866)  (226.866, 227.027)  (227.027, 227.137)  (227.137, 227.367)  (227.367, 227.527)  (227.527, 227.567)  (227.567, 227.867)  (227.867, 227.957)  (227.957, 228.017)  (228.017, 228.127)  (228.127, 228.247)  (228.247, 228.347) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (226.326, 226.377)  (226.377, 226.517)  (226.517, 226.655)  (226.655, 226.866)  (226.866, 227.027)  (227.027, 227.137)  (227.137, 227.367)  (227.367, 227.527)  (227.527, 227.567)  (227.567, 227.867)  (227.867, 227.957)  (227.957, 228.017)  (228.017, 228.127)  (228.127, 228.247)  (228.247, 228.347) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġa                  Ġfeel               Ġfor                Ġum                 Ġhow                Ġthey               Ġtreat              Ġthe                Ġkids               Ġand                Ġuh                 Ġuh                 Ġwhat               Ġkind               Ġof                
Timings          : (228.347, 228.387)  (228.387, 228.697)  (228.697, 229.018)  (229.302, 229.68)   (230.705, 230.836)  (230.836, 230.936)  (230.936, 231.166)  (231.166, 231.226)  (231.226, 231.606)  (231.606, 231.856)  (231.856, 232.068)  (232.806, 233.076)  (233.076, 233.246)  (233.246, 233.396)  (233.396, 233.456) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (228.347, 228.387)  (228.387, 228.697)  (228.697, 229.018)  (229.302, 229.68)   (230.705, 230.836)  (230.836, 230.936)  (230.936, 231.166)  (231.166, 231.226)  (231.226, 231.606)  (231.606, 231.856)  (231.856, 232.068)  (232.806, 233.076)  (233.076, 233.246)  (233.246, 233.396)  (233.396, 233.456) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġstaff              Ġmembers            Ġthey               Ġhave               Ġand                <emp>               <emp>               Ġhow                Ġmuch               Ġturnover           Ġthey               Ġhave               Ġand                Ġthings             Ġlike              
Timings          : (233.456, 233.766)  (233.766, 234.016)  (234.016, 234.146)  (234.146, 234.446)  (234.446, 234.615)  (234.888, 235.092)  (235.092, 235.297)  (235.256, 235.436)  (235.436, 235.656)  (235.656, 236.106)  (236.106, 236.216)  (236.216, 236.486)  (236.486, 236.596)  (236.596, 236.796)  (236.796, 236.966) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (233.456, 233.766)  (233.766, 234.016)  (234.016, 234.146)  (234.146, 234.446)  (234.446, 234.615)  (234.888, 235.092)  (235.092, 235.297)  (-1.0, -1.0)        (235.436, 235.656)  (235.656, 236.106)  (236.106, 236.216)  (236.216, 236.486)  (236.486, 236.596)  (236.596, 236.796)  (236.796, 236.966) 
Token Types      : 0                   0                   0                   0                   0                   3                   3                   3                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   79872969932814      79872969932814      79872969932814      0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġthat               Ġbefore             Ġyou                <emp>               Ġuh                 Ġcommit             Ġyour               Ġchild              Ġto                 Ġthem               Ġand                Ġi                  Ġthink              Ġyou                Ġhave              
Timings          : (236.966, 237.196)  (237.196, 237.486)  (237.486, 237.652)  (238.119, 238.307)  (238.288, 238.436)  (238.436, 238.756)  (238.756, 238.866)  (238.866, 239.166)  (239.166, 239.266)  (239.266, 239.356)  (239.356, 239.466)  (239.466, 239.558)  (239.558, 239.787)  (241.111, 241.212)  (241.212, 241.377) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (236.966, 237.196)  (237.196, 237.486)  (237.486, 237.652)  (238.119, 238.307)  (238.307, 238.495)  (-1.0, -1.0)        (238.756, 238.866)  (238.866, 239.166)  (239.166, 239.266)  (239.266, 239.356)  (239.356, 239.466)  (239.466, 239.558)  (239.558, 239.787)  (241.111, 241.212)  (241.212, 241.377) 
Token Types      : 0                   0                   0                   3                   3                   3                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   79872969932815      79872969932815      79872969932815      0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġthe                Ġmain               Ġthing              Ġis                 Ġthat               Ġyou                Ġhave               Ġto                 Ġdetermine          Ġthat               Ġthey               're                 Ġperfectly          Ġopen               Ġthat              
Timings          : (241.622, 241.672)  (241.672, 241.892)  (241.892, 242.082)  (242.082, 242.222)  (242.222, 242.342)  (242.342, 242.412)  (242.412, 242.562)  (242.562, 242.862)  (243.472, 243.882)  (243.882, 244.012)  (244.012, 244.067)  (244.067, 244.122)  (244.122, 244.552)  (244.552, 244.832)  (244.832, 244.952) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (241.622, 241.672)  (241.672, 241.892)  (241.892, 242.082)  (242.082, 242.222)  (242.222, 242.342)  (242.342, 242.412)  (242.412, 242.562)  (242.562, 242.862)  (243.472, 243.882)  (243.882, 244.012)  (244.012, 244.067)  (244.067, 244.122)  (244.122, 244.552)  (244.552, 244.832)  (244.832, 244.952) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġyou                're                 Ġwelcome            Ġanytime            Ġwithout            Ġnotice             Ġin                 Ġthe                Ġmiddle             Ġof                 Ġthe                Ġday                Ġand                Ġso                 Ġforth             
Timings          : (244.952, 245.002)  (245.002, 245.052)  (245.052, 245.352)  (245.352, 245.962)  (246.565, 246.852)  (246.852, 247.373)  (247.995, 248.067)  (248.067, 248.093)  (248.093, 248.262)  (248.262, 248.342)  (248.342, 248.422)  (248.422, 248.692)  (248.692, 248.812)  (248.812, 248.962)  (248.962, 249.172) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (244.952, 245.002)  (245.002, 245.052)  (245.052, 245.352)  (245.352, 245.962)  (246.565, 246.852)  (246.852, 247.373)  (247.995, 248.067)  (248.067, 248.093)  (248.093, 248.262)  (248.262, 248.342)  (248.342, 248.422)  (248.422, 248.692)  (248.692, 248.812)  (248.812, 248.962)  (248.962, 249.172) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġand                Ġif                 Ġthey               're                 Ġat                 Ġall                Ġque                asy                 Ġabout              Ġthat               Ġthen               <eot>               <emp>               <emp>               <emp>              
Timings          : (249.172, 249.272)  (249.272, 249.402)  (249.402, 249.559)  (249.559, 249.717)  (249.717, 249.932)  (249.932, 250.092)  (250.092, 250.267)  (250.267, 250.442)  (250.442, 250.702)  (250.702, 250.932)  (250.932, 251.176)  (-1.0, -1.0)        (251.808, 251.918)  (251.918, 252.028)  (252.028, 252.298) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                  
turn_ids         : 79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      79870285578262      0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġyou                Ġhave               Ġto                 Ġstart             
Timings          : (249.172, 249.272)  (249.272, 249.402)  (249.402, 249.559)  (249.559, 249.717)  (249.717, 249.932)  (249.932, 250.092)  (250.092, 250.267)  (250.267, 250.442)  (250.442, 250.702)  (250.702, 250.932)  (250.932, 251.176)  (251.721, 251.808)  (251.808, 251.918)  (251.918, 252.028)  (252.028, 252.298) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   79870822449175      79870822449175      79870822449175      79870822449175     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                  


A                : <emp>               Ġi                  'd                  Ġlook               Ġelsewhere          <emp>               Ġyeah               Ġright              <eint>              <emp>               Ġyou                Ġhave               Ġother              Ġfriends            Ġthat              
Timings          : (252.298, 252.718)  (252.725, 252.815)  (252.815, 252.905)  (252.905, 253.065)  (253.065, 253.485)  (253.128, 253.322)  (253.485, 253.722)  (253.993, 254.234)  (-1.0, -1.0)        (256.046, 256.237)  (256.566, 256.673)  (256.673, 256.813)  (256.813, 256.973)  (256.973, 257.293)  (257.293, 257.383) 
Token Types      : 0                   5                   5                   5                   5                   5                   5                   5                   5                   0                   1                   1                   1                   1                   1                  
turn_ids         : 0                   79874580545552      79874580545552      79874580545552      79874580545552      79874580545552      79874580545552      79874580545552      79874580545552      0                   79870285578264      79870285578264      79870285578264      79870285578264      79870285578264     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   1                   1                   1                   1                   1                   1                   1                   1                   0                   1                   1                   1                   1                   1                  

B                : Ġwondering          Ġif                 Ġthey               Ġdon                't                  Ġwant               <emp>               Ġyes                Ġh                  m                   <eot>               <emp>               <emp>               <emp>               <emp>              
Timings          : (252.298, 252.718)  (252.718, 252.858)  (252.858, 252.948)  (252.948, 253.038)  (253.038, 253.128)  (253.128, 253.322)  (253.485, 253.722)  (253.861, 254.368)  (255.855, 256.046)  (256.046, 256.237)  (-1.0, -1.0)        (256.673, 256.813)  (256.813, 256.973)  (256.973, 257.293)  (257.293, 257.383) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                  
turn_ids         : 79870822449175      79870822449175      79870822449175      79870822449175      79870822449175      79870822449175      79870822449175      79870822449175      79870822449175      79870822449175      79870822449175      0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   0                   0                  


A                : Ġhave               Ġkids               Ġuh                 Ġbeing              Ġtaken              Ġcare               Ġof                 Ġin                 Ġuh                 Ġchild              Ġcare               <eot>               <emp>               <emp>               <emp>              
Timings          : (257.383, 257.523)  (257.523, 257.902)  (257.902, 258.147)  (258.58, 258.713)   (258.713, 258.983)  (258.983, 259.223)  (259.223, 259.399)  (259.885, 260.173)  (260.173, 260.442)  (261.218, 261.433)  (261.433, 261.713)  (-1.0, -1.0)        (263.055, 263.197)  (263.197, 263.477)  (263.477, 263.757) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                  
turn_ids         : 79870285578264      79870285578264      79870285578264      79870285578264      79870285578264      79870285578264      79870285578264      79870285578264      79870285578264      79870285578264      79870285578264      79870285578264      0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 Ġi                  Ġhave               Ġone               
Timings          : (257.383, 257.523)  (257.523, 257.902)  (257.902, 258.147)  (258.58, 258.713)   (258.713, 258.983)  (258.983, 259.223)  (259.223, 259.399)  (259.885, 260.173)  (260.173, 260.442)  (261.218, 261.433)  (261.433, 261.713)  (262.503, 263.055)  (263.055, 263.197)  (263.197, 263.477)  (263.477, 263.757) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   79870822449177      79870822449177      79870822449177      79870822449177     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (263.757, 263.867)  (263.867, 263.897)  (263.897, 264.012)  (264.012, 264.127)  (264.127, 264.287)  (264.287, 264.406)  (264.406, 264.515)  (264.515, 264.737)  (264.737, 264.817)  (264.817, 264.977)  (264.977, 265.047)  (265.047, 265.107)  (265.107, 265.347)  (265.347, 265.517)  (265.517, 265.697) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
