A                : well                Ġthe                Ġso                 v                   iet                 Ġunion              Ġuh                 Ġnow                Ġreally             Ġcalled             Ġthe                Ġcommon             wealth              Ġof                 Ġindependent       
Timings          : (244.287, 244.527)  (244.527, 244.76)   (245.464, 245.534)  (245.534, 245.685)  (245.877, 246.137)  (246.137, 246.677)  (246.677, 247.087)  (247.087, 247.157)  (247.157, 247.597)  (247.597, 247.923)  (247.923, 248.029)  (248.029, 248.484)  (248.484, 248.734)  (249.104, 249.237)  (249.237, 249.457) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġwith               Ġyou                Ġknow               Ġthey               're                 Ġthey               Ġneed               Ġanother            Ġcouple             Ġyears              Ġto                 Ġto                 Ġlet                Ġthem               Ġuh                
Timings          : (249.457, 249.547)  (249.547, 249.607)  (249.607, 249.727)  (249.727, 249.799)  (249.799, 249.871)  (250.183, 250.251)  (250.251, 250.357)  (250.357, 250.693)  (251.066, 251.281)  (251.281, 251.667)  (251.667, 251.957)  (251.957, 252.077)  (252.077, 252.277)  (252.277, 252.527)  (252.527, 252.734) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (249.457, 249.547)  (249.547, 249.607)  (249.607, 249.727)  (249.727, 249.799)  (249.799, 249.871)  (250.183, 250.251)  (250.251, 250.357)  (250.357, 250.693)  (251.066, 251.281)  (251.281, 251.667)  (251.667, 251.957)  (251.957, 252.077)  (252.077, 252.277)  (252.277, 252.527)  (252.527, 252.734) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġsettle             Ġdown               Ġand                Ġuh                 Ġstart              Ġcooperating        <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (252.734, 252.96)   (252.96, 253.289)   (253.809, 254.141)  (254.141, 254.312)  (254.312, 254.632)  (254.632, 255.1)    (-1.0, -1.0)        (255.723, 255.783)  (255.783, 256.163)  (256.163, 256.413)  (256.413, 256.563)  (256.563, 256.753)  (256.753, 257.333)  (257.333, 257.463)  (257.463, 257.593) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      83738977370120      0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġwell               Ġi                  Ġcertainly          Ġhope               Ġthat               Ġwe                 Ġwill               Ġi                  Ġi                 
Timings          : (252.734, 252.96)   (252.96, 253.289)   (253.809, 254.141)  (254.141, 254.312)  (254.312, 254.632)  (254.632, 255.1)    (255.555, 255.723)  (255.723, 255.783)  (255.783, 256.163)  (256.163, 256.413)  (256.413, 256.563)  (256.563, 256.753)  (256.753, 257.333)  (257.333, 257.463)  (257.463, 257.593) 
Token Types      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (257.593, 257.833)  (257.833, 257.983)  (257.983, 258.143)  (258.143, 258.743)  (258.743, 258.963)  (258.963, 259.193)  (259.193, 259.273)  (259.273, 259.513)  (259.513, 259.753)  (259.753, 260.113)  (260.113, 260.333)  (260.333, 260.629)  (261.07, 261.333)   (261.333, 261.453)  (261.453, 261.743) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġwish               Ġwe                 Ġwould              Ġincorporate        Ġsome               Ġsort               Ġof                 Ġmarsh              all                 Ġplan               Ġover               Ġthere              Ġbecause            Ġi                  Ġthink             
Timings          : (257.593, 257.833)  (257.833, 257.983)  (257.983, 258.143)  (258.143, 258.743)  (258.743, 258.963)  (258.963, 259.193)  (259.193, 259.273)  (259.273, 259.513)  (259.513, 259.753)  (259.753, 260.113)  (260.113, 260.333)  (260.333, 260.629)  (261.07, 261.333)   (261.333, 261.453)  (261.453, 261.743) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (261.743, 261.903)  (261.903, 261.983)  (261.983, 262.063)  (262.063, 262.563)  (262.563, 262.773)  (262.773, 262.943)  (262.943, 263.343)  (263.343, 263.673)  (263.673, 263.793)  (263.793, 264.163)  (264.163, 264.293)  (264.293, 264.463)  (264.463, 264.623)  (264.623, 264.773)  (264.773, 264.888) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġone                Ġof                 Ġthe                Ġproblems           Ġthat               Ġthis               Ġcountry            Ġhas                Ġin                 Ġdealing            Ġwith               Ġthem               Ġis                 Ġwe                 Ġaren              
Timings          : (261.743, 261.903)  (261.903, 261.983)  (261.983, 262.063)  (262.063, 262.563)  (262.563, 262.773)  (262.773, 262.943)  (262.943, 263.343)  (263.343, 263.673)  (263.673, 263.793)  (263.793, 264.163)  (264.163, 264.293)  (264.293, 264.463)  (264.463, 264.623)  (264.623, 264.773)  (264.773, 264.888) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (264.888, 265.003)  (265.003, 265.293)  (265.293, 265.633)  (265.633, 265.893)  (265.893, 266.173)  (266.263, 266.415)  (266.415, 266.567)  (-1.0, -1.0)        (267.641, 267.731)  (267.731, 268.291)  (268.291, 268.451)  (268.451, 268.851)  (268.851, 269.141)  (269.141, 269.271)  (269.271, 269.391) 
Token Types      : 0                   0                   0                   0                   0                   3                   3                   3                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   83737903628298      83737903628298      83737903628298      0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  

B                : 't                  Ġdoing              Ġenough             Ġright              Ġnow                <emp>               <emp>               Ġand                Ġthe                Ġchances            Ġfor                Ġthings             Ġgetting            Ġout                Ġof                
Timings          : (264.888, 265.003)  (265.003, 265.293)  (265.293, 265.633)  (265.633, 265.893)  (265.893, 266.173)  (266.263, 266.415)  (266.415, 266.567)  (266.971, 267.38)   (267.641, 267.731)  (267.731, 268.291)  (268.291, 268.451)  (268.451, 268.851)  (268.851, 269.141)  (269.141, 269.271)  (269.271, 269.391) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (269.391, 270.081)  (270.081, 270.171)  (270.171, 270.451)  (270.451, 271.021)  (271.021, 271.241)  (271.241, 271.371)  (271.371, 271.881)  (271.881, 272.468)  (272.539, 272.721)  (272.721, 273.191)  (273.191, 273.628)  (274.397, 274.867)  (274.997, 275.467)  (275.467, 275.627)  (275.627, 275.797) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġcontrol            Ġand                Ġanother            Ġfascist            Ġtype               Ġof                 Ġregime             Ġrising             Ġare                Ġquite              Ġgood               Ġum                 Ġanyone             Ġat                 Ġthis              
Timings          : (269.391, 270.081)  (270.081, 270.171)  (270.171, 270.451)  (270.451, 271.021)  (271.021, 271.241)  (271.241, 271.371)  (271.371, 271.881)  (271.881, 272.468)  (272.539, 272.721)  (272.721, 273.191)  (273.191, 273.628)  (274.397, 274.867)  (274.997, 275.467)  (275.467, 275.627)  (275.627, 275.797) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (275.797, 276.157)  (276.323, 276.487)  (276.487, 276.697)  (276.697, 276.917)  (276.917, 277.14)   (277.14, 277.547)   (277.547, 278.257)  (278.257, 278.457)  (278.457, 278.707)  (278.707, 278.953)  (279.164, 279.257)  (279.257, 279.407)  (279.407, 279.707)  (279.707, 279.957)  (279.957, 280.377) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġpoint              Ġwho                Ġcan                Ġgive               Ġthem               Ġfood               Ġsecurity           Ġand                Ġmake               Ġthem               Ġyou                Ġknow               Ġfeel               Ġsome               Ġpride             
Timings          : (275.797, 276.157)  (276.323, 276.487)  (276.487, 276.697)  (276.697, 276.917)  (276.917, 277.14)   (277.14, 277.547)   (277.547, 278.257)  (278.257, 278.457)  (278.457, 278.707)  (278.707, 278.953)  (279.164, 279.257)  (279.257, 279.407)  (279.407, 279.707)  (279.707, 279.957)  (279.957, 280.377) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (280.377, 280.854)  (281.137, 281.377)  (281.377, 281.637)  (281.637, 281.737)  (281.737, 282.057)  (282.057, 282.421)  (282.526, 283.107)  (283.107, 283.347)  (283.347, 283.417)  (283.417, 283.617)  (283.617, 283.952)  (283.952, 284.286)  (285.165, 285.412)  (285.412, 285.534)  (285.534, 286.014) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġagain              Ġcould              Ġbecome             Ġa                  Ġmajor              Ġthreat             Ġespecially         Ġsome               Ġof                 Ġthese              Ġrepublic           s                   Ġwhich              Ġare                Ġstriving          
Timings          : (280.377, 280.854)  (281.137, 281.377)  (281.377, 281.637)  (281.637, 281.737)  (281.737, 282.057)  (282.057, 282.421)  (282.526, 283.107)  (283.107, 283.347)  (283.347, 283.417)  (283.417, 283.617)  (283.617, 283.952)  (283.952, 284.286)  (285.165, 285.412)  (285.412, 285.534)  (285.534, 286.014) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (286.014, 286.095)  (286.095, 286.365)  (286.365, 286.965)  (286.965, 287.354)  (287.354, 287.875)  (287.875, 288.199)  (288.199, 288.525)  (288.525, 288.634)  (288.634, 288.775)  (288.775, 288.974)  (288.974, 289.074)  (289.074, 290.022)  (290.531, 291.041)  (291.159, 291.276)  (291.276, 291.421) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġto                 Ġbecome             Ġindependent        Ġfrom               Ġcentral            Ġmos                cow                 Ġand                Ġthat               Ġkind               Ġof                 Ġadministration     Ġum                 Ġand                Ġif                
Timings          : (286.014, 286.095)  (286.095, 286.365)  (286.365, 286.965)  (286.965, 287.354)  (287.354, 287.875)  (287.875, 288.199)  (288.199, 288.525)  (288.525, 288.634)  (288.634, 288.775)  (288.775, 288.974)  (288.974, 289.074)  (289.074, 290.022)  (290.531, 291.041)  (291.159, 291.276)  (291.276, 291.421) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (291.421, 291.601)  (291.601, 291.721)  (291.721, 291.841)  (291.841, 291.981)  (291.981, 292.141)  (292.141, 292.386)  (292.386, 292.631)  (292.631, 292.841)  (292.841, 293.111)  (293.111, 293.311)  (293.311, 293.651)  (293.651, 293.941)  (293.941, 294.391)  (294.391, 294.671)  (294.671, 295.141) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġwe                 Ġdon                't                  Ġget                Ġour                Ġt                  ushes               Ġin                 Ġthere              Ġand                Ġspend              Ġmore               Ġeffort             Ġand                Ġmoney             
Timings          : (291.421, 291.601)  (291.601, 291.721)  (291.721, 291.841)  (291.841, 291.981)  (291.981, 292.141)  (292.141, 292.386)  (292.386, 292.631)  (292.631, 292.841)  (292.841, 293.111)  (293.111, 293.311)  (293.311, 293.651)  (293.651, 293.941)  (293.941, 294.391)  (294.391, 294.671)  (294.671, 295.141) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (295.141, 295.391)  (295.391, 295.771)  (295.771, 296.091)  (296.091, 296.191)  (296.191, 296.421)  (296.421, 296.751)  (296.751, 297.051)  (297.051, 297.261)  (297.261, 297.341)  (297.341, 297.841)  (297.841, 298.081)  (298.081, 298.201)  (298.201, 298.481)  (298.481, 298.571)  (298.571, 298.661) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġand                Ġfunds              Ġtrying             Ġto                 Ġget                Ġthings             Ġback               Ġon                 Ġthe                Ġground             Ġthere              Ġi                  Ġthink              Ġwe                 're                
Timings          : (295.141, 295.391)  (295.391, 295.771)  (295.771, 296.091)  (296.091, 296.191)  (296.191, 296.421)  (296.421, 296.751)  (296.751, 297.051)  (297.051, 297.261)  (297.261, 297.341)  (297.341, 297.841)  (297.841, 298.081)  (298.081, 298.201)  (298.201, 298.481)  (298.481, 298.571)  (298.571, 298.661) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561      83736293015561     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>                                                                                                   <emp>                                                                                                  
Timings          : (298.661, 298.808)                                                                                      (-1.0, -1.0)                                                                                           
Token Types      : 0                                                                                                       0                                                                                                      
turn_ids         : 0                                                                                                       0                                                                                                      
turn_end_types   : 0                                                                                                       0                                                                                                      
