A                : have                Ġyou                Ġever               Ġdone               Ġthis               <eot>               <emp>               <emp>               <emp>               Ġwhat               Ġdid                Ġyou                Ġdo                 <yield>             Ġunfortunately     
Timings          : (228.889, 229.378)  (229.378, 229.609)  (229.609, 229.868)  (230.359, 230.689)  (230.493, 230.573)  (231.199, 231.329)  (231.329, 231.579)  (231.373, 231.523)  (231.579, 231.79)   (-1.0, -1.0)        (232.053, 232.163)  (232.163, 232.623)  (232.965, 233.085)  (233.085, 233.205)  (233.205, 233.365) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   1                   1                   1                  
turn_ids         : 82241644396571      82241644396571      82241644396571      82241644396571      82241644396571      82241644396571      82241644396571      82241644396571      82241644396571      82241644396571      0                   0                   82241644396573      82241644396573      82241644396573     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (233.365, 233.585)  (233.585, 233.725)  (233.725, 233.915)  (233.915, 234.204)  (234.463, 234.669)  (234.669, 235.195)  (235.195, 235.495)  (235.495, 235.665)  (235.665, 235.885)  (235.885, 235.955)  (235.955, 236.275)  (236.275, 236.345)  (236.345, 237.055)  (237.602, 237.892)  (237.892, 238.322) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġa                  Ġthey               Ġhave               Ġa                  Ġa                  Ġpresident          Ġusually            Ġthey               Ġtry                Ġto                 Ġelect              Ġthe                Ġfamily             Ġand                Ġinside            
Timings          : (233.365, 233.585)  (233.585, 233.725)  (233.725, 233.915)  (233.915, 234.204)  (234.463, 234.669)  (234.669, 235.195)  (235.195, 235.495)  (235.495, 235.665)  (235.665, 235.885)  (235.885, 235.955)  (235.955, 236.275)  (236.275, 236.345)  (236.345, 237.055)  (237.602, 237.892)  (237.892, 238.322) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (238.322, 238.482)  (238.482, 238.832)  (238.832, 238.942)  (238.942, 239.052)  (239.052, 239.232)  (239.232, 239.342)  (239.342, 239.883)  (239.883, 240.29)   (240.29, 240.472)   (240.472, 240.562)  (240.562, 240.982)  (240.982, 241.082)  (241.082, 241.462)  (241.462, 241.592)  (241.592, 241.822) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġthat               Ġfamily             Ġthere              'll                 Ġbe                 Ġthe                Ġpresident          Ġand                Ġor                 Ġthe                Ġchairman           Ġor                 Ġwhatever           Ġand                Ġthen              
Timings          : (238.322, 238.482)  (238.482, 238.832)  (238.832, 238.942)  (238.942, 239.052)  (239.052, 239.232)  (239.232, 239.342)  (239.342, 239.883)  (239.883, 240.29)   (240.29, 240.472)   (240.472, 240.562)  (240.562, 240.982)  (240.982, 241.082)  (241.082, 241.462)  (241.462, 241.592)  (241.592, 241.822) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (242.273, 242.582)  (242.582, 242.972)  (242.972, 243.182)  (243.182, 243.262)  (243.262, 243.822)  (243.822, 244.142)  (245.248, 245.738)  (246.428, 246.488)  (246.488, 246.588)  (246.588, 246.898)  (246.898, 247.038)  (247.038, 247.248)  (247.248, 247.518)  (247.518, 247.588)  (247.588, 247.658) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġeach               Ġperson             Ġhas                Ġan                 Ġassignment         Ġto                 Ġto                 Ġyou                Ġknow               Ġcarry              Ġout                Ġone                Ġpart               Ġof                 Ġthe               
Timings          : (242.273, 242.582)  (242.582, 242.972)  (242.972, 243.182)  (243.182, 243.262)  (243.262, 243.822)  (243.822, 244.142)  (245.248, 245.738)  (246.428, 246.488)  (246.488, 246.588)  (246.588, 246.898)  (246.898, 247.038)  (247.038, 247.248)  (247.248, 247.518)  (247.518, 247.588)  (247.588, 247.658) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (247.658, 247.958)  (247.958, 248.257)  (248.257, 248.475)  (248.475, 248.938)  (249.138, 249.428)  (249.518, 249.898)  (249.898, 249.988)  (249.988, 250.489)  (251.336, 251.826)  (252.256, 252.371)  (252.371, 252.823)  (252.823, 253.016)  (253.016, 253.146)  (253.146, 253.286)  (253.286, 253.456) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġthing              Ġlike               Ġone                Ġone                Ġone                Ġperson             Ġwill               Ġhave               Ġum                 Ġthe                Ġgames              Ġand                Ġone                Ġwill               Ġhave              
Timings          : (247.658, 247.958)  (247.958, 248.257)  (248.257, 248.475)  (248.475, 248.938)  (249.138, 249.428)  (249.518, 249.898)  (249.898, 249.988)  (249.988, 250.489)  (251.336, 251.826)  (252.256, 252.371)  (252.371, 252.823)  (252.823, 253.016)  (253.016, 253.146)  (253.146, 253.286)  (253.286, 253.456) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġoh                
Timings          : (253.456, 253.536)  (253.536, 253.946)  (253.946, 254.096)  (254.096, 254.226)  (254.226, 254.366)  (254.366, 254.815)  (255.807, 256.056)  (256.056, 256.466)  (256.466, 256.626)  (256.626, 256.751)  (256.751, 256.876)  (256.876, 257.086)  (257.156, 257.406)  (257.406, 258.116)  (258.183, 258.425) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   82241107525662     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                  

B                : Ġthe                Ġfood               Ġand                Ġone                Ġwill               Ġhave               Ġthe                Ġauction            Ġand                Ġone                'll                 Ġhave               Ġthe                Ġprogram            <eot>              
Timings          : (253.456, 253.536)  (253.536, 253.946)  (253.946, 254.096)  (254.096, 254.226)  (254.226, 254.366)  (254.366, 254.815)  (255.807, 256.056)  (256.056, 256.466)  (256.466, 256.626)  (256.626, 256.751)  (256.751, 256.876)  (256.876, 257.086)  (257.156, 257.406)  (257.406, 258.116)  (-1.0, -1.0)       
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573      82241644396573     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : Ġboy                Ġthat               's                  Ġa                  Ġbig                Ġjob                Ġfor                Ġone                Ġfamily             <yield>             <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (258.425, 258.721)  (258.721, 258.897)  (258.897, 259.072)  (259.072, 259.132)  (259.132, 259.431)  (259.431, 259.832)  (259.832, 259.982)  (259.982, 260.232)  (260.292, 260.811)  (-1.0, -1.0)        (261.222, 261.385)  (262.142, 262.442)  (262.442, 262.572)  (262.572, 262.682)  (262.682, 262.737) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                  
turn_ids         : 82241107525662      82241107525662      82241107525662      82241107525662      82241107525662      82241107525662      82241107525662      82241107525662      82241107525662      82241107525662      0                   0                   0                   0                   0                  
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               Ġwhatever           <emp>               Ġit                 Ġis                 <eint>              <emp>               <emp>               Ġso                 Ġit                 Ġwell               Ġwell               Ġwhen               Ġi                 
Timings          : (258.425, 258.721)  (258.721, 258.897)  (258.838, 259.228)  (259.072, 259.132)  (259.228, 259.358)  (259.358, 259.602)  (-1.0, -1.0)        (259.982, 260.232)  (260.292, 260.811)  (260.992, 261.222)  (261.222, 261.385)  (262.142, 262.442)  (262.442, 262.572)  (262.572, 262.682)  (262.682, 262.737) 
Token Types      : 0                   0                   5                   5                   5                   5                   5                   0                   0                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   82245939363860      82245939363860      82245939363860      82245939363860      82245939363860      0                   0                   82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 0                   0                   2                   2                   2                   2                   2                   0                   0                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (262.737, 262.792)  (262.792, 263.182)  (263.182, 263.642)  (263.642, 263.88)   (263.88, 264.118)   (264.454, 264.673)  (264.673, 264.892)  (264.892, 265.212)  (265.212, 265.412)  (265.412, 265.479)  (265.479, 265.545)  (265.545, 265.612)  (265.872, 266.032)  (266.032, 266.232)  (266.232, 266.432) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : 'm                  Ġtalking            Ġfamily             Ġit                 's                  Ġit                 's                  Ġlike               Ġmy                 Ġmother             in                  law                 Ġmy                 Ġmother             in                 
Timings          : (262.737, 262.792)  (262.792, 263.182)  (263.182, 263.642)  (263.642, 263.88)   (263.88, 264.118)   (264.454, 264.673)  (264.673, 264.892)  (264.892, 265.212)  (265.212, 265.412)  (265.412, 265.479)  (265.479, 265.545)  (265.545, 265.612)  (265.872, 266.032)  (266.032, 266.232)  (266.232, 266.432) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġu                  hh                 
Timings          : (266.432, 266.632)  (266.632, 266.832)  (267.432, 267.872)  (267.872, 267.972)  (267.972, 268.127)  (268.127, 268.282)  (268.282, 268.502)  (268.502, 268.739)  (268.739, 268.922)  (268.922, 269.152)  (269.982, 270.092)  (270.092, 270.512)  (270.512, 270.662)  (270.658, 270.801)  (270.801, 270.945) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   4                   4                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   82244328751136      82244328751136     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                  

B                : law                 's                  Ġchildren           Ġso                 Ġthat               'd                  Ġmy                 Ġwife               Ġand                Ġher                Ġher                Ġsisters            Ġand                Ġbrothers           <yield>            
Timings          : (266.432, 266.632)  (266.632, 266.832)  (267.432, 267.872)  (267.872, 267.972)  (267.972, 268.127)  (268.127, 268.282)  (268.282, 268.502)  (268.502, 268.739)  (268.739, 268.922)  (268.922, 269.152)  (269.982, 270.092)  (270.092, 270.512)  (270.512, 270.662)  (270.662, 271.273)  (-1.0, -1.0)       
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575      82241644396575     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : uh                  Ġi                  Ġsee                Ġso                 Ġit                 's                  Ġseparated          Ġreally             Ġyeah               <yield>             <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (270.945, 271.088)  (271.218, 271.378)  (271.378, 271.628)  (271.628, 271.838)  (271.838, 271.943)  (271.943, 272.048)  (272.048, 272.668)  (272.668, 273.148)  (273.148, 273.528)  (-1.0, -1.0)        (274.412, 274.532)  (274.532, 274.652)  (274.652, 274.922)  (275.662, 275.862)  (275.862, 275.902) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   0                   0                   0                   0                   0                  
turn_ids         : 82244328751136      82244328751136      82244328751136      82244328751136      82244328751136      82244328751136      82244328751136      82244328751136      82244328751136      82244328751136      0                   0                   0                   0                   0                  
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġright              <eint>              Ġso                 Ġit                 's                  Ġum                 Ġit                 Ġuh                
Timings          : (270.945, 271.088)  (271.218, 271.378)  (271.378, 271.628)  (271.628, 271.838)  (271.838, 271.943)  (271.943, 272.048)  (272.048, 272.668)  (272.861, 273.289)  (-1.0, -1.0)        (274.142, 274.412)  (274.412, 274.532)  (274.532, 274.652)  (274.652, 274.922)  (275.662, 275.862)  (275.862, 275.902) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   5                   5                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   82245939363862      82245939363862      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (275.902, 276.062)  (276.062, 276.142)  (276.142, 276.202)  (276.202, 276.261)  (276.261, 276.397)  (276.397, 276.479)  (276.479, 276.562)  (276.562, 277.002)  (277.002, 277.232)  (277.232, 277.362)  (277.362, 277.452)  (277.452, 277.602)  (277.602, 277.772)  (277.772, 277.922)  (277.922, 278.412) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġyou                Ġknow               Ġit                 's                  Ġextended           Ġit                 's                  Ġextended           Ġfamily             Ġwhat               Ġit                 Ġis                 Ġis                 Ġmy                 Ġmother            
Timings          : (275.902, 276.062)  (276.062, 276.142)  (276.142, 276.202)  (276.202, 276.261)  (276.261, 276.397)  (276.397, 276.479)  (276.479, 276.562)  (276.562, 277.002)  (277.002, 277.232)  (277.232, 277.362)  (277.362, 277.452)  (277.452, 277.602)  (277.602, 277.772)  (277.772, 277.922)  (277.922, 278.412) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġright              <ebc>               <emp>               <emp>               <emp>               <emp>              
Timings          : (278.532, 278.652)  (278.652, 278.879)  (278.879, 279.106)  (279.106, 279.332)  (279.332, 279.622)  (279.622, 280.12)   (280.917, 281.572)  (281.572, 282.188)  (282.711, 283.36)   (283.418, 283.828)  (-1.0, -1.0)        (283.987, 284.377)  (285.507, 285.547)  (285.547, 285.577)  (285.577, 285.762) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   82243255009301      82243255009301      0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   0                   0                   0                   0                  

B                : Ġmy                 Ġmother             in                  law                 Ġand                Ġher                Ġsisters            Ġand                Ġbrothers           <emp>               Ġand                Ġtheir              Ġoh                 Ġi                  Ġdon               
Timings          : (278.532, 278.652)  (278.652, 278.879)  (278.879, 279.106)  (279.106, 279.332)  (279.332, 279.622)  (279.622, 280.12)   (280.917, 281.572)  (281.572, 282.188)  (282.711, 283.36)   (283.418, 283.828)  (283.837, 283.987)  (283.987, 284.377)  (285.507, 285.547)  (285.547, 285.577)  (285.577, 285.762) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577      82241644396577     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (285.762, 285.947)  (285.947, 286.077)  (286.077, 286.212)  (286.212, 286.347)  (287.007, 287.367)  (287.367, 287.537)  (287.537, 287.647)  (287.647, 287.727)  (287.727, 288.217)  (288.217, 288.387)  (288.387, 288.497)  (288.497, 288.677)  (288.677, 288.967)  (288.967, 289.147)  (289.147, 289.537) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
