A                : an                  Ġavid               Ġcam                per                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               uh                 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (242.696, 243.206)  (243.357, 243.676)  (243.676, 244.036)  (244.036, 244.136)  (244.136, 244.276)  (244.276, 244.366)  (244.366, 244.436)  (244.436, 244.856)  (244.856, 245.006)  (245.006, 245.076)  (245.076, 245.716)  (245.716, 245.849)  (246.436, 246.606)  (246.606, 246.716)  (246.716, 246.786) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġuh                 Ġlawn               Ġchairs             Ġand                Ġset                Ġup                 Ġthe                Ġequipment          Ġwith               Ġa                  Ġgenerator          Ġand                Ġset                Ġup                 Ġa                 
Timings          : (242.696, 243.206)  (243.357, 243.676)  (243.676, 244.036)  (244.036, 244.136)  (244.136, 244.276)  (244.276, 244.366)  (244.366, 244.436)  (244.436, 244.856)  (244.856, 245.006)  (245.006, 245.076)  (245.076, 245.716)  (245.716, 245.849)  (246.436, 246.606)  (246.606, 246.716)  (246.716, 246.786) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (246.786, 247.136)  (247.136, 247.266)  (247.266, 247.336)  (247.336, 247.726)  (247.726, 247.846)  (247.846, 248.196)  (248.196, 248.396)  (248.396, 248.526)  (248.526, 248.736)  (248.736, 248.806)  (248.806, 249.146)  (249.146, 249.336)  (249.336, 249.646)  (249.646, 249.866)  (249.866, 250.106) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġtent               Ġfor                Ġthe                Ġkids               Ġto                 Ġsleep              Ġin                 Ġor                 Ġfor                Ġthe                Ġpeople             Ġwho                Ġare                Ġwho                Ġare               
Timings          : (246.786, 247.136)  (247.136, 247.266)  (247.266, 247.336)  (247.336, 247.726)  (247.726, 247.846)  (247.846, 248.196)  (248.196, 248.396)  (248.396, 248.526)  (248.526, 248.736)  (248.736, 248.806)  (248.806, 249.146)  (249.146, 249.336)  (249.336, 249.646)  (249.646, 249.866)  (249.866, 250.106) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (250.106, 250.374)  (250.514, 250.806)  (250.806, 250.876)  (250.876, 251.133)  (251.208, 251.406)  (251.406, 251.566)  (251.566, 251.676)  (251.676, 251.856)  (251.856, 251.966)  (251.966, 252.266)  (252.266, 252.411)  (253.274, 253.414)  (253.414, 253.594)  (253.664, 253.944)  (253.944, 254.299) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġuh                 Ġtaking             Ġa                  Ġbreak              Ġto                 Ġto                 Ġgo                 Ġoff                Ġand                Ġsleep              Ġin                 Ġand                Ġthen               Ġuse                Ġprop              
Timings          : (250.106, 250.374)  (250.514, 250.806)  (250.806, 250.876)  (250.876, 251.133)  (251.208, 251.406)  (251.406, 251.566)  (251.566, 251.676)  (251.676, 251.856)  (251.856, 251.966)  (251.966, 252.266)  (252.266, 252.411)  (253.274, 253.414)  (253.414, 253.594)  (253.664, 253.944)  (253.944, 254.299) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (254.299, 254.655)  (255.336, 255.779)  (255.779, 255.949)  (255.949, 256.209)  (256.209, 256.659)  (256.734, 256.919)  (256.919, 257.149)  (257.149, 257.259)  (257.259, 257.369)  (257.369, 257.479)  (257.479, 257.559)  (257.559, 257.809)  (257.809, 258.169)  (258.169, 258.439)  (258.439, 258.629) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : ane                 Ġstove              Ġto                 Ġcook               Ġbreakfast          Ġat                 Ġsix                Ġo                  '                   clock               Ġthe                Ġnext               Ġmorning            Ġwith               Ġand               
Timings          : (254.299, 254.655)  (255.336, 255.779)  (255.779, 255.949)  (255.949, 256.209)  (256.209, 256.659)  (256.734, 256.919)  (256.919, 257.149)  (257.149, 257.259)  (257.259, 257.369)  (257.369, 257.479)  (257.479, 257.559)  (257.559, 257.809)  (257.809, 258.169)  (258.169, 258.439)  (258.439, 258.629) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (258.629, 258.744)  (258.744, 258.859)  (258.859, 259.089)  (259.089, 259.159)  (259.159, 259.419)  (259.419, 259.519)  (259.519, 259.879)  (259.879, 260.029)  (260.029, 260.209)  (260.367, 260.619)  (260.619, 260.779)  (260.779, 260.959)  (260.959, 261.019)  (261.019, 261.069)  (261.069, 261.359) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġthat               's                  Ġabout              Ġas                 Ġclose              Ġto                 Ġcamping            Ġas                 Ġi                  Ġreally             Ġhave               Ġmuch               Ġof                 Ġa                  Ġchance            
Timings          : (258.629, 258.744)  (258.744, 258.859)  (258.859, 259.089)  (259.089, 259.159)  (259.159, 259.419)  (259.419, 259.519)  (259.519, 259.879)  (259.879, 260.029)  (260.029, 260.209)  (260.367, 260.619)  (260.619, 260.779)  (260.779, 260.959)  (260.959, 261.019)  (261.019, 261.069)  (261.069, 261.359) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      80661096431629     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               Ġuh                 Ġright              Ġi                  Ġmean               Ġyou                Ġknow               Ġthere              's                  Ġnot                Ġthat               Ġmuch              
Timings          : (261.359, 261.469)  (261.469, 261.679)  (261.679, 261.829)  (261.829, 262.058)  (262.581, 262.787)  (262.787, 263.112)  (263.112, 263.182)  (263.182, 263.372)  (263.372, 263.473)  (263.473, 263.567)  (263.623, 263.713)  (263.713, 263.802)  (263.802, 263.973)  (263.973, 264.092)  (264.092, 264.283) 
Token Types      : 0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718     
turn_end_types   : 0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġto                 Ġget                Ġright              Ġnow                <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (261.359, 261.469)  (261.469, 261.679)  (261.679, 261.829)  (261.829, 262.058)  (-1.0, -1.0)        (262.787, 263.112)  (263.112, 263.182)  (263.182, 263.372)  (263.372, 263.473)  (263.473, 263.567)  (263.623, 263.713)  (263.713, 263.802)  (263.802, 263.973)  (263.973, 264.092)  (264.092, 264.283) 
Token Types      : 1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80661096431629      80661096431629      80661096431629      80661096431629      80661096431629      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġfree               Ġtime               Ġand                Ġi                  Ġdon                't                  Ġknow               Ġuh                 Ġwe                 Ġwe                 Ġwe                 Ġday                dream               Ġabout              Ġgoing             
Timings          : (264.283, 264.432)  (264.432, 264.896)  (264.896, 265.118)  (265.728, 265.794)  (265.794, 265.854)  (265.854, 265.913)  (265.913, 266.305)  (266.305, 266.543)  (266.543, 266.736)  (266.736, 266.943)  (266.943, 267.113)  (267.113, 267.358)  (267.358, 267.603)  (267.603, 267.85)   (267.9, 268.172)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (264.283, 264.432)  (264.432, 264.896)  (264.896, 265.118)  (265.728, 265.794)  (265.794, 265.854)  (265.854, 265.913)  (265.913, 266.305)  (266.305, 266.543)  (266.543, 266.736)  (266.736, 266.943)  (266.943, 267.113)  (267.113, 267.358)  (267.358, 267.603)  (267.603, 267.85)   (267.9, 268.172)   
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġcamping            Ġi                  Ġguess              Ġuh                 Ġthere              's                  Ġa                  Ġvery               Ġnice               Ġstate              Ġpark               Ġaround             Ġhere               Ġum                 Ġthat              
Timings          : (268.172, 268.642)  (268.642, 268.733)  (268.733, 269.15)   (269.572, 269.763)  (269.763, 269.858)  (269.858, 269.953)  (269.953, 270.003)  (270.003, 270.212)  (270.212, 270.503)  (270.503, 270.763)  (270.763, 271.172)  (271.172, 271.492)  (271.492, 271.917)  (271.917, 272.327)  (272.526, 272.823) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġum                 <emp>               hum                 <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (268.504, 268.774)  (268.642, 268.733)  (268.774, 269.044)  (-1.0, -1.0)        (269.763, 269.858)  (269.858, 269.953)  (269.953, 270.003)  (270.003, 270.212)  (270.212, 270.503)  (270.503, 270.763)  (270.763, 271.172)  (271.172, 271.492)  (271.492, 271.917)  (271.917, 272.327)  (272.526, 272.823) 
Token Types      : 3                   3                   3                   3                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80663243915277      80663243915277      80663243915277      80663243915277      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġwe                 're                 Ġon                 Ġlong               Ġisland             <eot>               Ġand                <emp>               Ġum                 Ġnear               Ġmont               au                  k                   Ġif                 Ġyou               
Timings          : (272.872, 272.938)  (272.938, 273.003)  (273.003, 273.267)  (273.365, 273.562)  (273.562, 274.073)  (-1.0, -1.0)        (274.691, 275.454)  (274.782, 274.908)  (275.454, 275.714)  (276.174, 276.304)  (276.304, 276.494)  (276.494, 276.684)  (276.684, 276.874)  (276.874, 277.004)  (277.004, 277.079) 
Token Types      : 1                   1                   1                   1                   1                   1                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80660559560718      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               Ġoh                 Ġum                 hum                 <yield>             <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (272.872, 272.938)  (272.938, 273.003)  (273.003, 273.267)  (273.365, 273.562)  (273.562, 274.073)  (274.282, 274.562)  (274.657, 274.782)  (274.782, 274.908)  (-1.0, -1.0)        (276.174, 276.304)  (276.304, 276.494)  (276.494, 276.684)  (276.684, 276.874)  (276.874, 277.004)  (277.004, 277.079) 
Token Types      : 0                   0                   0                   0                   0                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   80661096431631      80661096431631      80661096431631      80661096431631      0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   2                   2                   2                   2                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   2                   2                   2                   2                   0                   0                   0                   0                   0                   0                  


A                : 've                 Ġever               Ġheard              Ġof                 Ġit                 Ġthe                Ġbig                Ġlight              Ġhouse              Ġout                Ġthere              Ġthere              's                  Ġa                  Ġbeach             
Timings          : (277.079, 277.154)  (277.154, 277.324)  (277.324, 277.524)  (277.524, 277.584)  (277.584, 277.694)  (277.694, 277.754)  (277.754, 277.944)  (277.944, 278.144)  (278.144, 278.354)  (278.354, 278.494)  (278.494, 278.628)  (278.669, 278.754)  (278.754, 278.839)  (278.839, 279.094)  (279.224, 279.777) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (277.079, 277.154)  (277.154, 277.324)  (277.324, 277.524)  (277.524, 277.584)  (277.584, 277.694)  (277.694, 277.754)  (277.754, 277.944)  (277.944, 278.144)  (278.144, 278.354)  (278.354, 278.494)  (278.494, 278.628)  (278.669, 278.754)  (278.754, 278.839)  (278.839, 279.094)  (279.224, 279.777) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġstate              Ġpark               Ġwhere              Ġyou                Ġcan                Ġyou                Ġknow               Ġthey               Ġhave               Ġtent               Ġsites              Ġi                  Ġguess              Ġwe                 'd                 
Timings          : (279.939, 280.124)  (280.211, 280.644)  (280.644, 280.924)  (280.924, 281.102)  (281.177, 281.504)  (281.979, 282.064)  (282.064, 282.311)  (282.485, 282.594)  (282.594, 282.784)  (282.784, 283.184)  (283.184, 283.804)  (283.804, 283.894)  (283.894, 284.064)  (284.064, 284.124)  (284.124, 284.184) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (279.939, 280.124)  (280.211, 280.644)  (280.644, 280.924)  (280.924, 281.102)  (281.177, 281.504)  (281.979, 282.064)  (282.064, 282.311)  (282.485, 282.594)  (282.594, 282.784)  (282.784, 283.184)  (283.184, 283.804)  (283.804, 283.894)  (283.894, 284.064)  (284.064, 284.124)  (284.124, 284.184) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġhave               Ġto                 Ġrent               Ġall                Ġthat               Ġstuff              Ġand                Ġand                Ġthere              's                  Ġpicnic             Ġtables             Ġand                Ġthere              's                 
Timings          : (284.184, 284.304)  (284.304, 284.424)  (284.424, 284.654)  (284.654, 284.774)  (284.774, 284.964)  (284.964, 285.514)  (285.514, 286.196)  (286.526, 286.637)  (286.637, 286.707)  (286.707, 286.776)  (286.776, 287.077)  (287.077, 287.607)  (287.607, 287.716)  (287.716, 287.811)  (287.811, 287.906) 
Token Types      : 4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192      80663780786192     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
