A                : um                  Ġwell               Ġyou                Ġknow               Ġi                  Ġi                  Ġthink              Ġit                 Ġit                 Ġreally             Ġdepends            Ġyou                Ġknow               Ġi                  Ġthink             


A                : Ġgave               Ġyou                Ġthe                Ġmoney              Ġand                Ġthen               Ġhaving             Ġto                 Ġregard             Ġhow                Ġto                 Ġrepay              Ġyou                Ġknow               Ġhow               
Timings          : (242.707, 242.917)  (242.917, 242.987)  (242.987, 243.067)  (243.067, 243.509)  (243.983, 244.207)  (244.207, 244.387)  (244.387, 244.677)  (244.677, 244.757)  (244.757, 245.047)  (245.047, 245.188)  (245.188, 245.312)  (245.527, 245.827)  (245.827, 245.987)  (245.987, 246.261)  (246.8, 246.987)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (242.707, 242.917)  (242.917, 242.987)  (242.987, 243.067)  (243.067, 243.509)  (243.983, 244.207)  (244.207, 244.387)  (244.387, 244.677)  (244.677, 244.757)  (244.757, 245.047)  (245.047, 245.188)  (245.188, 245.312)  (245.527, 245.827)  (245.827, 245.987)  (245.987, 246.261)  (246.8, 246.987)   
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġto                 Ġuh                 Ġkind               Ġof                 Ġdo                 Ġfor                Ġyourself           Ġi                  Ġthink              Ġi                  Ġi                  Ġreally             Ġthink              Ġthat               Ġit                
Timings          : (246.987, 247.207)  (247.207, 247.523)  (247.892, 248.157)  (248.157, 248.237)  (248.237, 248.417)  (248.417, 248.547)  (248.547, 249.367)  (250.2, 250.351)    (250.351, 250.734)  (250.734, 251.016)  (251.016, 251.191)  (251.191, 251.471)  (251.471, 251.671)  (251.671, 251.883)  (251.992, 252.152) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (246.987, 247.207)  (247.207, 247.523)  (247.892, 248.157)  (248.157, 248.237)  (248.237, 248.417)  (248.417, 248.547)  (248.547, 249.367)  (250.2, 250.351)    (250.351, 250.734)  (250.734, 251.016)  (251.016, 251.191)  (251.191, 251.471)  (251.471, 251.671)  (251.671, 251.883)  (251.992, 252.152) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : 's                  Ġnot                Ġso                 Ġmuch               Ġthat               Ġcorrupt            Ġpeople             Ġgo                 Ġinto               Ġit                 Ġas                 Ġthat               Ġthe                Ġprocess            Ġcorrupt           
Timings          : (252.152, 252.311)  (252.311, 252.541)  (252.541, 252.671)  (252.671, 253.001)  (253.001, 253.322)  (253.944, 254.361)  (254.361, 254.741)  (254.741, 254.931)  (254.931, 255.171)  (255.171, 255.251)  (255.251, 255.638)  (255.638, 255.871)  (255.871, 255.931)  (255.931, 256.451)  (256.451, 256.766) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598      79715666755598     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (252.152, 252.311)  (252.311, 252.541)  (252.541, 252.671)  (252.671, 253.001)  (253.001, 253.322)  (253.944, 254.361)  (254.361, 254.741)  (254.741, 254.931)  (254.931, 255.171)  (255.171, 255.251)  (255.251, 255.638)  (255.638, 255.871)  (255.871, 255.931)  (255.931, 256.451)  (256.451, 256.766) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : s                   <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (256.766, 257.081)  (-1.0, -1.0)        (257.247, 257.606)  (257.723, 257.901)  (257.901, 258.037)  (258.037, 258.277)  (258.277, 258.397)  (258.397, 258.507)  (258.507, 258.847)  (258.847, 259.049)  (259.049, 259.167)  (259.167, 259.297)  (259.297, 259.537)  (259.537, 259.597)  (259.597, 259.668) 
Token Types      : 1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 79715666755598      79715666755598      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               Ġi                  Ġi                  Ġi                  Ġwould              Ġagree              Ġwith               Ġyou                Ġthere              Ġwell               Ġthe                Ġother              Ġside               Ġof                 Ġthe               
Timings          : (256.766, 257.081)  (257.097, 257.247)  (257.247, 257.606)  (257.723, 257.901)  (257.901, 258.037)  (258.037, 258.277)  (258.277, 258.397)  (258.397, 258.507)  (258.507, 258.847)  (258.847, 259.049)  (259.049, 259.167)  (259.167, 259.297)  (259.297, 259.537)  (259.537, 259.597)  (259.597, 259.668) 
Token Types      : 0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511     
turn_end_types   : 0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (259.668, 259.907)  (259.907, 260.127)  (260.127, 260.355)  (260.355, 260.461)  (261.207, 261.317)  (261.317, 261.427)  (261.427, 261.629)  (262.337, 262.497)  (262.497, 262.577)  (262.577, 263.097)  (263.097, 263.337)  (263.337, 263.537)  (263.537, 263.627)  (263.627, 264.134)  (264.931, 265.466) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġcoin               Ġtoo                Ġis                 Ġthat               Ġthat               Ġthe                Ġwhole              Ġthat               Ġthe                Ġprocess            Ġeven               Ġfrom               Ġthe                Ġbeginning          Ġuh                
Timings          : (259.668, 259.907)  (259.907, 260.127)  (260.127, 260.355)  (260.355, 260.461)  (261.207, 261.317)  (261.317, 261.427)  (261.427, 261.629)  (262.337, 262.497)  (262.497, 262.577)  (262.577, 263.097)  (263.097, 263.337)  (263.337, 263.537)  (263.537, 263.627)  (263.627, 264.134)  (264.931, 265.466) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (266.22, 266.371)   (266.371, 266.72)   (266.72, 266.871)   (266.871, 267.138)  (267.138, 267.215)  (267.215, 267.29)   (267.29, 267.671)   (267.671, 268.292)  (268.292, 268.641)  (268.641, 268.974)  (268.974, 269.279)  (269.279, 269.68)   (269.68, 269.79)    (269.79, 269.891)   (269.891, 270.22)  
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġyou                Ġscratch            Ġmy                 Ġback               Ġi                  'll                 Ġscratch            Ġyours              Ġuh                 Ġi                  Ġwould              Ġeven               Ġi                  Ġwould              Ġdisagree          
Timings          : (266.22, 266.371)   (266.371, 266.72)   (266.72, 266.871)   (266.871, 267.138)  (267.138, 267.215)  (267.215, 267.29)   (267.29, 267.671)   (267.671, 268.292)  (268.292, 268.641)  (268.641, 268.974)  (268.974, 269.279)  (269.279, 269.68)   (269.68, 269.79)    (269.79, 269.891)   (269.891, 270.22)  
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (270.22, 270.331)   (270.331, 270.421)  (270.421, 270.461)  (270.461, 270.641)  (270.641, 270.82)   (270.82, 271.111)   (271.111, 271.277)  (271.277, 271.429)  (271.429, 271.553)  (271.553, 271.671)  (271.671, 271.73)   (271.73, 272.051)   (272.051, 272.31)   (272.69, 272.815)   (272.815, 272.94)  
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġwith               Ġyou                Ġa                  Ġlittle             Ġbit                Ġbecause            Ġi                  Ġthink              Ġthat               Ġin                 Ġthe                Ġstate              Ġlevel              Ġthat               's                 
Timings          : (270.22, 270.331)   (270.331, 270.421)  (270.421, 270.461)  (270.461, 270.641)  (270.641, 270.82)   (270.82, 271.111)   (271.111, 271.277)  (271.277, 271.429)  (271.429, 271.553)  (271.553, 271.671)  (271.671, 271.73)   (271.73, 272.051)   (272.051, 272.31)   (272.69, 272.815)   (272.815, 272.94)  
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (272.94, 273.121)   (273.121, 273.421)  (273.421, 273.547)  (273.547, 273.724)  (273.724, 273.983)  (274.355, 274.44)   (274.44, 275.081)   (275.081, 275.23)   (275.23, 275.331)   (275.331, 275.725)  (276.139, 276.371)  (276.371, 276.47)   (276.47, 276.57)    (276.57, 276.63)    (276.63, 276.831)  
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġjust               Ġpart               Ġof                 Ġthe                Ġuh                 Ġthe                Ġinternship         Ġso                 Ġto                 Ġspeak              Ġand                Ġthere              's                  Ġa                  Ġlot               
Timings          : (272.94, 273.121)   (273.121, 273.421)  (273.421, 273.547)  (273.547, 273.724)  (273.724, 273.983)  (274.355, 274.44)   (274.44, 275.081)   (275.081, 275.23)   (275.23, 275.331)   (275.331, 275.725)  (276.139, 276.371)  (276.371, 276.47)   (276.47, 276.57)    (276.57, 276.63)    (276.63, 276.831)  
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511      79716203626511     
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               Ġi                  Ġi                  Ġthink              Ġit                 Ġdepends            Ġa                  Ġlot                Ġon                 Ġon                 Ġthe                Ġstate              Ġi                  Ġthink             
Timings          : (276.831, 276.901)  (276.901, 277.44)   (278.741, 278.929)  (278.929, 279.091)  (279.091, 279.271)  (279.271, 279.361)  (279.361, 279.741)  (279.741, 279.801)  (279.801, 280.16)   (280.16, 280.54)    (281.357, 281.527)  (281.527, 281.587)  (281.587, 282.187)  (282.187, 282.377)  (282.377, 282.617) 
Token Types      : 0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600     
turn_end_types   : 0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġof                 Ġcorruption         <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (276.831, 276.901)  (276.901, 277.44)   (-1.0, -1.0)        (278.929, 279.091)  (279.091, 279.271)  (279.271, 279.361)  (279.361, 279.741)  (279.741, 279.801)  (279.801, 280.16)   (280.16, 280.54)    (281.357, 281.527)  (281.527, 281.587)  (281.587, 282.187)  (282.187, 282.377)  (282.377, 282.617) 
Token Types      : 1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 79716203626511      79716203626511      79716203626511      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġthat               Ġit                 Ġvaries             Ġfrom               Ġstate              Ġto                 Ġstate              <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (282.617, 282.767)  (282.767, 282.887)  (282.887, 283.307)  (283.307, 283.467)  (283.467, 283.737)  (283.737, 283.827)  (283.827, 284.217)  (-1.0, -1.0)        (284.944, 285.053)  (285.169, 285.287)  (285.287, 285.417)  (285.417, 285.534)  (285.534, 285.717)  (285.717, 286.025)  (286.511, 286.637) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      79715666755600      0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġoh                 Ġyes                Ġbut                Ġbut                Ġwhat               Ġi                  Ġmeant              Ġwas                Ġwhy               
Timings          : (282.617, 282.767)  (282.767, 282.887)  (282.887, 283.307)  (283.307, 283.467)  (283.467, 283.737)  (283.737, 283.827)  (284.019, 284.237)  (284.237, 284.725)  (284.944, 285.053)  (285.169, 285.287)  (285.287, 285.417)  (285.417, 285.534)  (285.534, 285.717)  (285.717, 286.025)  (286.511, 286.637) 
Token Types      : 0                   0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 0                   0                   0                   0                   0                   0                   79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513     
turn_end_types   : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (286.637, 286.707)  (286.707, 287.007)  (287.007, 287.431)  (287.582, 287.727)  (287.727, 287.807)  (287.807, 288.097)  (288.097, 288.257)  (288.257, 288.367)  (288.367, 288.447)  (288.447, 288.737)  (288.737, 288.987)  (289.577, 289.957)  (289.957, 290.097)  (290.097, 290.237)  (290.237, 290.617) 
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  

B                : Ġdo                 Ġpeople             Ġgo                 Ġwhy                Ġdo                 Ġpeople             Ġrun                Ġfor                Ġthe                Ġschool             Ġboard              Ġbecause            Ġthat               's                  Ġstep              
Timings          : (286.637, 286.707)  (286.707, 287.007)  (287.007, 287.431)  (287.582, 287.727)  (287.727, 287.807)  (287.807, 288.097)  (288.097, 288.257)  (288.257, 288.367)  (288.367, 288.447)  (288.447, 288.737)  (288.737, 288.987)  (289.577, 289.957)  (289.957, 290.097)  (290.097, 290.237)  (290.237, 290.617) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513      79716203626513     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  


A                : <emp>               <emp>               <emp>               Ġoh                 Ġoh                 Ġman                Ġi                  Ġdon                't                  Ġwant               Ġto                 Ġtalk               Ġabout              Ġthe                Ġschool            
Timings          : (290.617, 290.887)  (290.887, 291.027)  (291.027, 291.137)  (291.276, 291.577)  (291.577, 291.773)  (291.773, 292.146)  (292.146, 292.236)  (292.236, 292.306)  (292.306, 292.375)  (292.375, 292.516)  (292.516, 292.576)  (292.576, 292.755)  (292.755, 292.896)  (292.896, 292.966)  (292.966, 293.326) 
Token Types      : 0                   0                   0                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                   4                  
turn_ids         : 0                   0                   0                   79718887981074      79718887981074      79718887981074      79718887981074      79718887981074      79718887981074      79718887981074      79718887981074      79718887981074      79718887981074      79718887981074      79718887981074     
turn_end_types   : 0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
speaker_ids      : 0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : Ġone                Ġon                 Ġthe                Ġladder             <yield>             <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (290.617, 290.887)  (290.887, 291.027)  (291.027, 291.137)  (291.137, 291.483)  (-1.0, -1.0)        (291.773, 292.146)  (292.146, 292.236)  (292.236, 292.306)  (292.306, 292.375)  (292.375, 292.516)  (292.516, 292.576)  (292.576, 292.755)  (292.755, 292.896)  (292.896, 292.966)  (292.966, 293.326) 
Token Types      : 1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
